transaction_id,bank_account,date,amount_minor,amount,currency,counterparty,reference,description,period
TXN-HIST-2025-12-0183,BANK-OPERATING,2025-12-29,-220300,-2203.0,USD,Harbor Power & Light,HIST-0183,OUT Harbor Power & Light,2025-12
TXN-HIST-2025-12-0184,BANK-PAYROLL,2025-12-29,-224400,-2244.0,USD,FedEx,HIST-0184,OUT FedEx,2025-12
TXN-HIST-2025-12-0185,BANK-OPERATING,2025-12-31,228500,2285.0,USD,Harbor Power & Light,HIST-0185,IN Harbor Power & Light,2025-12
TXN-HIST-2025-12-0186,BANK-OPERATING,2025-12-31,-232600,-2326.0,USD,FedEx,HIST-0186,OUT FedEx,2025-12
TXN-HIST-2025-12-0187,BANK-OPERATING,2025-12-31,-236700,-2367.0,USD,WeWork Cambridge,HIST-0187,OUT WeWork Cambridge,2025-12
TXN-HIST-2025-12-0188,BANK-PAYROLL,2025-12-31,-240800,-2408.0,USD,Pagaya Coffee Service,HIST-0188,OUT Pagaya Coffee Service,2025-12
TXN-HIST-2026-01-0189,BANK-OPERATING,2026-01-01,244900,2449.0,USD,WeWork Cambridge,HIST-0189,IN WeWork Cambridge,2026-01
TXN-HIST-2026-01-0190,BANK-OPERATING,2026-01-01,-249000,-2490.0,USD,Pagaya Coffee Service,HIST-0190,OUT Pagaya Coffee Service,2026-01
TXN-HIST-2026-01-0191,BANK-OPERATING,2026-01-01,-253100,-2531.0,USD,Kendall Square Parking,HIST-0191,OUT Kendall Square Parking,2026-01
TXN-HIST-2026-01-0192,BANK-PAYROLL,2026-01-01,-257200,-2572.0,USD,Stripe Processing,HIST-0192,OUT Stripe Processing,2026-01
TXN-HIST-2026-01-0193,BANK-OPERATING,2026-01-03,261300,2613.0,USD,Kendall Square Parking,HIST-0193,IN Kendall Square Parking,2026-01
TXN-HIST-2026-01-0194,BANK-OPERATING,2026-01-03,-265400,-2654.0,USD,Stripe Processing,HIST-0194,OUT Stripe Processing,2026-01
TXN-HIST-2026-01-0195,BANK-OPERATING,2026-01-03,-269500,-2695.0,USD,DocuSign,HIST-0195,OUT DocuSign,2026-01
TXN-HIST-2026-01-0196,BANK-PAYROLL,2026-01-03,-273600,-2736.0,USD,Boston Edison Steam,HIST-0196,OUT Boston Edison Steam,2026-01
TXN-HIST-2026-01-0197,BANK-OPERATING,2026-01-05,277700,2777.0,USD,DocuSign,HIST-0197,IN DocuSign,2026-01
TXN-HIST-2026-01-0198,BANK-OPERATING,2026-01-05,-281800,-2818.0,USD,Boston Edison Steam,HIST-0198,OUT Boston Edison Steam,2026-01
TXN-HIST-2026-01-0199,BANK-OPERATING,2026-01-05,-285900,-2859.0,USD,Gusto Payroll,HIST-0199,OUT Gusto Payroll,2026-01
TXN-HIST-2026-01-0200,BANK-PAYROLL,2026-01-05,-290000,-2900.0,USD,Linear App,HIST-0200,OUT Linear App,2026-01
TXN-HIST-2026-01-0201,BANK-OPERATING,2026-01-07,294100,2941.0,USD,Gusto Payroll,HIST-0201,IN Gusto Payroll,2026-01
TXN-HIST-2026-01-0202,BANK-OPERATING,2026-01-07,-298200,-2982.0,USD,Linear App,HIST-0202,OUT Linear App,2026-01
TXN-HIST-2026-01-0203,BANK-OPERATING,2026-01-07,-302300,-3023.0,USD,Acme Supplies LLC,HIST-0203,OUT Acme Supplies LLC,2026-01
TXN-HIST-2026-01-0204,BANK-PAYROLL,2026-01-07,-306400,-3064.0,USD,Amazon Web Services,HIST-0204,OUT Amazon Web Services,2026-01
TXN-HIST-2026-01-0205,BANK-OPERATING,2026-01-09,310500,3105.0,USD,Acme Supplies LLC,HIST-0205,IN Acme Supplies LLC,2026-01
TXN-HIST-2026-01-0206,BANK-OPERATING,2026-01-09,-314600,-3146.0,USD,Amazon Web Services,HIST-0206,OUT Amazon Web Services,2026-01
TXN-HIST-2026-01-0207,BANK-OPERATING,2026-01-09,-318700,-3187.0,USD,Office Depot,HIST-0207,OUT Office Depot,2026-01
TXN-HIST-2026-01-0208,BANK-PAYROLL,2026-01-09,-322800,-3228.0,USD,Datadog,HIST-0208,OUT Datadog,2026-01
TXN-HIST-2026-01-0209,BANK-OPERATING,2026-01-11,326900,3269.0,USD,Office Depot,HIST-0209,IN Office Depot,2026-01
TXN-HIST-2026-01-0210,BANK-OPERATING,2026-01-11,-331000,-3310.0,USD,Datadog,HIST-0210,OUT Datadog,2026-01
TXN-HIST-2026-01-0211,BANK-OPERATING,2026-01-11,-335100,-3351.0,USD,Figma,HIST-0211,OUT Figma,2026-01
TXN-HIST-2026-01-0212,BANK-PAYROLL,2026-01-11,-339200,-3392.0,USD,Hartford Insurance,HIST-0212,OUT Hartford Insurance,2026-01
TXN-HIST-2026-01-0213,BANK-OPERATING,2026-01-13,343300,3433.0,USD,Figma,HIST-0213,IN Figma,2026-01
TXN-HIST-2026-01-0214,BANK-OPERATING,2026-01-13,-347400,-3474.0,USD,Hartford Insurance,HIST-0214,OUT Hartford Insurance,2026-01
TXN-HIST-2026-01-0215,BANK-OPERATING,2026-01-13,-351500,-3515.0,USD,Cambridge Properties,HIST-0215,OUT Cambridge Properties,2026-01
TXN-HIST-2026-01-0216,BANK-PAYROLL,2026-01-13,-355600,-3556.0,USD,Harbor Electric,HIST-0216,OUT Harbor Electric,2026-01
TXN-HIST-2026-01-0217,BANK-OPERATING,2026-01-15,359700,3597.0,USD,Cambridge Properties,HIST-0217,IN Cambridge Properties,2026-01
TXN-HIST-2026-01-0218,BANK-OPERATING,2026-01-15,-363800,-3638.0,USD,Harbor Electric,HIST-0218,OUT Harbor Electric,2026-01
TXN-HIST-2026-01-0219,BANK-OPERATING,2026-01-15,-367900,-3679.0,USD,GitHub,HIST-0219,OUT GitHub,2026-01
TXN-HIST-2026-01-0220,BANK-PAYROLL,2026-01-15,-372000,-3720.0,USD,Freightline Logistics,HIST-0220,OUT Freightline Logistics,2026-01
TXN-HIST-2026-01-0221,BANK-OPERATING,2026-01-17,376100,3761.0,USD,GitHub,HIST-0221,IN GitHub,2026-01
TXN-HIST-2026-01-0222,BANK-OPERATING,2026-01-17,-380200,-3802.0,USD,Freightline Logistics,HIST-0222,OUT Freightline Logistics,2026-01
TXN-HIST-2026-01-0223,BANK-OPERATING,2026-01-17,-384300,-3843.0,USD,Misc Supplies,HIST-0223,OUT Misc Supplies,2026-01
TXN-HIST-2026-01-0224,BANK-PAYROLL,2026-01-17,-388400,-3884.0,USD,Notion Labs,HIST-0224,OUT Notion Labs,2026-01
TXN-HIST-2026-01-0225,BANK-OPERATING,2026-01-19,392500,3925.0,USD,Misc Supplies,HIST-0225,IN Misc Supplies,2026-01
TXN-HIST-2026-01-0226,BANK-OPERATING,2026-01-19,-396600,-3966.0,USD,Notion Labs,HIST-0226,OUT Notion Labs,2026-01
TXN-HIST-2026-01-0227,BANK-OPERATING,2026-01-19,-400700,-4007.0,USD,Okta,HIST-0227,OUT Okta,2026-01
TXN-HIST-2026-01-0228,BANK-PAYROLL,2026-01-19,-404800,-4048.0,USD,Zoom Video,HIST-0228,OUT Zoom Video,2026-01
TXN-HIST-2026-01-0229,BANK-OPERATING,2026-01-21,408900,4089.0,USD,Okta,HIST-0229,IN Okta,2026-01
TXN-HIST-2026-01-0230,BANK-OPERATING,2026-01-21,-413000,-4130.0,USD,Zoom Video,HIST-0230,OUT Zoom Video,2026-01
TXN-HIST-2026-01-0231,BANK-OPERATING,2026-01-21,-417100,-4171.0,USD,Cloudflare,HIST-0231,OUT Cloudflare,2026-01
TXN-HIST-2026-01-0232,BANK-PAYROLL,2026-01-21,-421200,-4212.0,USD,Helios Hardware Supply,HIST-0232,OUT Helios Hardware Supply,2026-01
TXN-HIST-2026-01-0233,BANK-OPERATING,2026-01-23,425300,4253.0,USD,Cloudflare,HIST-0233,IN Cloudflare,2026-01
TXN-HIST-2026-01-0234,BANK-OPERATING,2026-01-23,-429400,-4294.0,USD,Helios Hardware Supply,HIST-0234,OUT Helios Hardware Supply,2026-01
TXN-HIST-2026-01-0235,BANK-OPERATING,2026-01-23,-433500,-4335.0,USD,Staples Business Advantage,HIST-0235,OUT Staples Business Advantage,2026-01
TXN-HIST-2026-01-0236,BANK-PAYROLL,2026-01-23,-437600,-4376.0,USD,ADP,HIST-0236,OUT ADP,2026-01
TXN-HIST-2026-01-0237,BANK-OPERATING,2026-01-25,441700,4417.0,USD,Staples Business Advantage,HIST-0237,IN Staples Business Advantage,2026-01
TXN-HIST-2026-01-0238,BANK-OPERATING,2026-01-25,-445800,-4458.0,USD,ADP,HIST-0238,OUT ADP,2026-01
TXN-HIST-2026-01-0239,BANK-OPERATING,2026-01-25,-449900,-4499.0,USD,Comcast Business,HIST-0239,OUT Comcast Business,2026-01
TXN-HIST-2026-01-0240,BANK-PAYROLL,2026-01-25,-454000,-4540.0,USD,CleanRoom Janitorial,HIST-0240,OUT CleanRoom Janitorial,2026-01
TXN-HIST-2026-01-0241,BANK-OPERATING,2026-01-27,458100,4581.0,USD,Comcast Business,HIST-0241,IN Comcast Business,2026-01
TXN-HIST-2026-01-0242,BANK-OPERATING,2026-01-27,-462200,-4622.0,USD,CleanRoom Janitorial,HIST-0242,OUT CleanRoom Janitorial,2026-01
TXN-HIST-2026-01-0243,BANK-OPERATING,2026-01-27,-466300,-4663.0,USD,HubSpot,HIST-0243,OUT HubSpot,2026-01
TXN-HIST-2026-01-0244,BANK-PAYROLL,2026-01-27,-470400,-4704.0,USD,Adyen NV,HIST-0244,OUT Adyen NV,2026-01
TXN-HIST-2026-01-0245,BANK-OPERATING,2026-01-29,474500,4745.0,USD,HubSpot,HIST-0245,IN HubSpot,2026-01
TXN-HIST-2026-01-0246,BANK-OPERATING,2026-01-29,-478600,-4786.0,USD,Adyen NV,HIST-0246,OUT Adyen NV,2026-01
TXN-HIST-2026-01-0247,BANK-OPERATING,2026-01-29,-482700,-4827.0,USD,Palo Alto Networks,HIST-0247,OUT Palo Alto Networks,2026-01
TXN-HIST-2026-01-0248,BANK-PAYROLL,2026-01-29,-486800,-4868.0,USD,Carta,HIST-0248,OUT Carta,2026-01
TXN-HIST-2026-01-0249,BANK-OPERATING,2026-01-31,490900,4909.0,USD,Palo Alto Networks,HIST-0249,IN Palo Alto Networks,2026-01
TXN-HIST-2026-01-0250,BANK-OPERATING,2026-01-31,-495000,-4950.0,USD,Carta,HIST-0250,OUT Carta,2026-01
TXN-HIST-2026-01-0251,BANK-OPERATING,2026-01-31,-499100,-4991.0,USD,Vanta,HIST-0251,OUT Vanta,2026-01
TXN-HIST-2026-01-0252,BANK-PAYROLL,2026-01-31,-503200,-5032.0,USD,Acme Supplies,HIST-0252,OUT Acme Supplies,2026-01
TXN-HIST-2026-02-0253,BANK-OPERATING,2026-02-01,507300,5073.0,USD,Vanta,HIST-0253,IN Vanta,2026-02
TXN-HIST-2026-02-0254,BANK-OPERATING,2026-02-01,-511400,-5114.0,USD,Acme Supplies,HIST-0254,OUT Acme Supplies,2026-02
TXN-HIST-2026-02-0255,BANK-OPERATING,2026-02-01,-515500,-5155.0,USD,Acme Supply Co.,HIST-0255,OUT Acme Supply Co.,2026-02
TXN-HIST-2026-02-0256,BANK-PAYROLL,2026-02-01,-519600,-5196.0,USD,Northline Fabrication,HIST-0256,OUT Northline Fabrication,2026-02
TXN-HIST-2026-02-0257,BANK-OPERATING,2026-02-03,523700,5237.0,USD,Acme Supply Co.,HIST-0257,IN Acme Supply Co.,2026-02
TXN-HIST-2026-02-0258,BANK-OPERATING,2026-02-03,-527800,-5278.0,USD,Northline Fabrication,HIST-0258,OUT Northline Fabrication,2026-02
TXN-HIST-2026-02-0259,BANK-OPERATING,2026-02-03,-531900,-5319.0,USD,Helios Hardware,HIST-0259,OUT Helios Hardware,2026-02
TXN-HIST-2026-02-0260,BANK-PAYROLL,2026-02-03,-536000,-5360.0,USD,Slack Technologies,HIST-0260,OUT Slack Technologies,2026-02
TXN-HIST-2026-02-0261,BANK-OPERATING,2026-02-05,540100,5401.0,USD,Helios Hardware,HIST-0261,IN Helios Hardware,2026-02
TXN-HIST-2026-02-0262,BANK-OPERATING,2026-02-05,-544200,-5442.0,USD,Slack Technologies,HIST-0262,OUT Slack Technologies,2026-02
TXN-HIST-2026-02-0263,BANK-OPERATING,2026-02-05,-548300,-5483.0,USD,Google Cloud,HIST-0263,OUT Google Cloud,2026-02
TXN-HIST-2026-02-0264,BANK-PAYROLL,2026-02-05,-552400,-5524.0,USD,Orbit Analytics,HIST-0264,OUT Orbit Analytics,2026-02
TXN-HIST-2026-02-0265,BANK-OPERATING,2026-02-07,556500,5565.0,USD,Google Cloud,HIST-0265,IN Google Cloud,2026-02
TXN-HIST-2026-02-0266,BANK-OPERATING,2026-02-07,-560600,-5606.0,USD,Orbit Analytics,HIST-0266,OUT Orbit Analytics,2026-02
TXN-HIST-2026-02-0267,BANK-OPERATING,2026-02-07,-564700,-5647.0,USD,Dell Technologies,HIST-0267,OUT Dell Technologies,2026-02
TXN-HIST-2026-02-0268,BANK-PAYROLL,2026-02-07,-568800,-5688.0,USD,Lindholm & Ruiz LLP,HIST-0268,OUT Lindholm & Ruiz LLP,2026-02
TXN-HIST-2026-02-0269,BANK-OPERATING,2026-02-09,572900,5729.0,USD,Dell Technologies,HIST-0269,IN Dell Technologies,2026-02
TXN-HIST-2026-02-0270,BANK-OPERATING,2026-02-09,-577000,-5770.0,USD,Lindholm & Ruiz LLP,HIST-0270,OUT Lindholm & Ruiz LLP,2026-02
TXN-HIST-2026-02-0271,BANK-OPERATING,2026-02-09,-581100,-5811.0,USD,Shadow Vendor LLC,HIST-0271,OUT Shadow Vendor LLC,2026-02
TXN-HIST-2026-02-0272,BANK-PAYROLL,2026-02-09,-585200,-5852.0,USD,Lenovo,HIST-0272,OUT Lenovo,2026-02
TXN-HIST-2026-02-0273,BANK-OPERATING,2026-02-11,589300,5893.0,USD,Shadow Vendor LLC,HIST-0273,IN Shadow Vendor LLC,2026-02
TXN-HIST-2026-02-0274,BANK-OPERATING,2026-02-11,-593400,-5934.0,USD,Lenovo,HIST-0274,OUT Lenovo,2026-02
TXN-HIST-2026-02-0275,BANK-OPERATING,2026-02-11,-597500,-5975.0,USD,Twilio,HIST-0275,OUT Twilio,2026-02
TXN-HIST-2026-02-0276,BANK-PAYROLL,2026-02-11,-601600,-6016.0,USD,Snowflake,HIST-0276,OUT Snowflake,2026-02
TXN-HIST-2026-02-0277,BANK-OPERATING,2026-02-13,605700,6057.0,USD,Twilio,HIST-0277,IN Twilio,2026-02
TXN-HIST-2026-02-0278,BANK-OPERATING,2026-02-13,-609800,-6098.0,USD,Snowflake,HIST-0278,OUT Snowflake,2026-02
TXN-HIST-2026-02-0279,BANK-OPERATING,2026-02-13,-613900,-6139.0,USD,CrowdStrike,HIST-0279,OUT CrowdStrike,2026-02
TXN-HIST-2026-02-0280,BANK-PAYROLL,2026-02-13,-618000,-6180.0,USD,Atlassian,HIST-0280,OUT Atlassian,2026-02
TXN-HIST-2026-02-0281,BANK-OPERATING,2026-02-15,622100,6221.0,USD,CrowdStrike,HIST-0281,IN CrowdStrike,2026-02
TXN-HIST-2026-02-0282,BANK-OPERATING,2026-02-15,-626200,-6262.0,USD,Atlassian,HIST-0282,OUT Atlassian,2026-02
TXN-HIST-2026-02-0283,BANK-OPERATING,2026-02-15,-630300,-6303.0,USD,Northline Fab Group,HIST-0283,OUT Northline Fab Group,2026-02
TXN-HIST-2026-02-0284,BANK-PAYROLL,2026-02-15,-634400,-6344.0,USD,Harbor Power & Light,HIST-0284,OUT Harbor Power & Light,2026-02
TXN-HIST-2026-02-0285,BANK-OPERATING,2026-02-17,638500,6385.0,USD,Northline Fab Group,HIST-0285,IN Northline Fab Group,2026-02
TXN-HIST-2026-02-0286,BANK-OPERATING,2026-02-17,-642600,-6426.0,USD,Harbor Power & Light,HIST-0286,OUT Harbor Power & Light,2026-02
TXN-HIST-2026-02-0287,BANK-OPERATING,2026-02-17,-646700,-6467.0,USD,FedEx,HIST-0287,OUT FedEx,2026-02
TXN-HIST-2026-02-0288,BANK-PAYROLL,2026-02-17,-650800,-6508.0,USD,WeWork Cambridge,HIST-0288,OUT WeWork Cambridge,2026-02
TXN-HIST-2026-02-0289,BANK-OPERATING,2026-02-19,654900,6549.0,USD,FedEx,HIST-0289,IN FedEx,2026-02
TXN-HIST-2026-02-0290,BANK-OPERATING,2026-02-19,-659000,-6590.0,USD,WeWork Cambridge,HIST-0290,OUT WeWork Cambridge,2026-02
TXN-HIST-2026-02-0291,BANK-OPERATING,2026-02-19,-663100,-6631.0,USD,Pagaya Coffee Service,HIST-0291,OUT Pagaya Coffee Service,2026-02
TXN-HIST-2026-02-0292,BANK-PAYROLL,2026-02-19,-667200,-6672.0,USD,Kendall Square Parking,HIST-0292,OUT Kendall Square Parking,2026-02
TXN-HIST-2026-02-0293,BANK-OPERATING,2026-02-21,671300,6713.0,USD,Pagaya Coffee Service,HIST-0293,IN Pagaya Coffee Service,2026-02
TXN-HIST-2026-02-0294,BANK-OPERATING,2026-02-21,-675400,-6754.0,USD,Kendall Square Parking,HIST-0294,OUT Kendall Square Parking,2026-02
TXN-HIST-2026-02-0295,BANK-OPERATING,2026-02-21,-679500,-6795.0,USD,Stripe Processing,HIST-0295,OUT Stripe Processing,2026-02
TXN-HIST-2026-02-0296,BANK-PAYROLL,2026-02-21,-683600,-6836.0,USD,DocuSign,HIST-0296,OUT DocuSign,2026-02
TXN-HIST-2026-02-0297,BANK-OPERATING,2026-02-23,687700,6877.0,USD,Stripe Processing,HIST-0297,IN Stripe Processing,2026-02
TXN-HIST-2026-02-0298,BANK-OPERATING,2026-02-23,-691800,-6918.0,USD,DocuSign,HIST-0298,OUT DocuSign,2026-02
TXN-HIST-2026-02-0299,BANK-OPERATING,2026-02-23,-695900,-6959.0,USD,Boston Edison Steam,HIST-0299,OUT Boston Edison Steam,2026-02
TXN-HIST-2026-02-0300,BANK-PAYROLL,2026-02-23,-700000,-7000.0,USD,Gusto Payroll,HIST-0300,OUT Gusto Payroll,2026-02
TXN-HIST-2026-02-0301,BANK-OPERATING,2026-02-25,704100,7041.0,USD,Boston Edison Steam,HIST-0301,IN Boston Edison Steam,2026-02
TXN-HIST-2026-02-0302,BANK-OPERATING,2026-02-25,-708200,-7082.0,USD,Gusto Payroll,HIST-0302,OUT Gusto Payroll,2026-02
TXN-HIST-2026-02-0303,BANK-OPERATING,2026-02-25,-92300,-923.0,USD,Linear App,HIST-0303,OUT Linear App,2026-02
TXN-HIST-2026-02-0304,BANK-PAYROLL,2026-02-25,-96400,-964.0,USD,Acme Supplies LLC,HIST-0304,OUT Acme Supplies LLC,2026-02
TXN-HIST-2026-02-0305,BANK-OPERATING,2026-02-27,100500,1005.0,USD,Linear App,HIST-0305,IN Linear App,2026-02
TXN-HIST-2026-02-0306,BANK-OPERATING,2026-02-27,-104600,-1046.0,USD,Acme Supplies LLC,HIST-0306,OUT Acme Supplies LLC,2026-02
TXN-HIST-2026-02-0307,BANK-OPERATING,2026-02-27,-108700,-1087.0,USD,Amazon Web Services,HIST-0307,OUT Amazon Web Services,2026-02
TXN-HIST-2026-02-0308,BANK-PAYROLL,2026-02-27,-112800,-1128.0,USD,Office Depot,HIST-0308,OUT Office Depot,2026-02
TXN-HIST-2026-03-0309,BANK-OPERATING,2026-03-01,116900,1169.0,USD,Amazon Web Services,HIST-0309,IN Amazon Web Services,2026-03
TXN-HIST-2026-03-0310,BANK-OPERATING,2026-03-01,-121000,-1210.0,USD,Office Depot,HIST-0310,OUT Office Depot,2026-03
TXN-HIST-2026-03-0311,BANK-OPERATING,2026-03-01,-125100,-1251.0,USD,Datadog,HIST-0311,OUT Datadog,2026-03
TXN-HIST-2026-03-0312,BANK-PAYROLL,2026-03-01,-129200,-1292.0,USD,Figma,HIST-0312,OUT Figma,2026-03
TXN-HIST-2026-03-0313,BANK-OPERATING,2026-03-03,133300,1333.0,USD,Datadog,HIST-0313,IN Datadog,2026-03
TXN-HIST-2026-03-0314,BANK-OPERATING,2026-03-03,-137400,-1374.0,USD,Figma,HIST-0314,OUT Figma,2026-03
TXN-HIST-2026-03-0315,BANK-OPERATING,2026-03-03,-141500,-1415.0,USD,Hartford Insurance,HIST-0315,OUT Hartford Insurance,2026-03
TXN-HIST-2026-03-0316,BANK-PAYROLL,2026-03-03,-145600,-1456.0,USD,Cambridge Properties,HIST-0316,OUT Cambridge Properties,2026-03
TXN-HIST-2026-03-0317,BANK-OPERATING,2026-03-05,149700,1497.0,USD,Hartford Insurance,HIST-0317,IN Hartford Insurance,2026-03
TXN-HIST-2026-03-0318,BANK-OPERATING,2026-03-05,-153800,-1538.0,USD,Cambridge Properties,HIST-0318,OUT Cambridge Properties,2026-03
TXN-HIST-2026-03-0319,BANK-OPERATING,2026-03-05,-157900,-1579.0,USD,Harbor Electric,HIST-0319,OUT Harbor Electric,2026-03
TXN-HIST-2026-03-0320,BANK-PAYROLL,2026-03-05,-162000,-1620.0,USD,GitHub,HIST-0320,OUT GitHub,2026-03
TXN-HIST-2026-03-0321,BANK-OPERATING,2026-03-07,166100,1661.0,USD,Harbor Electric,HIST-0321,IN Harbor Electric,2026-03
TXN-HIST-2026-03-0322,BANK-OPERATING,2026-03-07,-170200,-1702.0,USD,GitHub,HIST-0322,OUT GitHub,2026-03
TXN-HIST-2026-03-0323,BANK-OPERATING,2026-03-07,-174300,-1743.0,USD,Freightline Logistics,HIST-0323,OUT Freightline Logistics,2026-03
TXN-HIST-2026-03-0324,BANK-PAYROLL,2026-03-07,-178400,-1784.0,USD,Misc Supplies,HIST-0324,OUT Misc Supplies,2026-03
TXN-HIST-2026-03-0325,BANK-OPERATING,2026-03-09,182500,1825.0,USD,Freightline Logistics,HIST-0325,IN Freightline Logistics,2026-03
TXN-HIST-2026-03-0326,BANK-OPERATING,2026-03-09,-186600,-1866.0,USD,Misc Supplies,HIST-0326,OUT Misc Supplies,2026-03
TXN-HIST-2026-03-0327,BANK-OPERATING,2026-03-09,-190700,-1907.0,USD,Notion Labs,HIST-0327,OUT Notion Labs,2026-03
TXN-HIST-2026-03-0328,BANK-PAYROLL,2026-03-09,-194800,-1948.0,USD,Okta,HIST-0328,OUT Okta,2026-03
TXN-HIST-2026-03-0329,BANK-OPERATING,2026-03-11,198900,1989.0,USD,Notion Labs,HIST-0329,IN Notion Labs,2026-03
TXN-HIST-2026-03-0330,BANK-OPERATING,2026-03-11,-203000,-2030.0,USD,Okta,HIST-0330,OUT Okta,2026-03
TXN-HIST-2026-03-0331,BANK-OPERATING,2026-03-11,-207100,-2071.0,USD,Zoom Video,HIST-0331,OUT Zoom Video,2026-03
TXN-HIST-2026-03-0332,BANK-PAYROLL,2026-03-11,-211200,-2112.0,USD,Cloudflare,HIST-0332,OUT Cloudflare,2026-03
TXN-HIST-2026-03-0333,BANK-OPERATING,2026-03-13,215300,2153.0,USD,Zoom Video,HIST-0333,IN Zoom Video,2026-03
TXN-HIST-2026-03-0334,BANK-OPERATING,2026-03-13,-219400,-2194.0,USD,Cloudflare,HIST-0334,OUT Cloudflare,2026-03
TXN-HIST-2026-03-0335,BANK-OPERATING,2026-03-13,-223500,-2235.0,USD,Helios Hardware Supply,HIST-0335,OUT Helios Hardware Supply,2026-03
TXN-HIST-2026-03-0336,BANK-PAYROLL,2026-03-13,-227600,-2276.0,USD,Staples Business Advantage,HIST-0336,OUT Staples Business Advantage,2026-03
TXN-HIST-2026-03-0337,BANK-OPERATING,2026-03-15,231700,2317.0,USD,Helios Hardware Supply,HIST-0337,IN Helios Hardware Supply,2026-03
TXN-HIST-2026-03-0338,BANK-OPERATING,2026-03-15,-235800,-2358.0,USD,Staples Business Advantage,HIST-0338,OUT Staples Business Advantage,2026-03
TXN-HIST-2026-03-0339,BANK-OPERATING,2026-03-15,-239900,-2399.0,USD,ADP,HIST-0339,OUT ADP,2026-03
TXN-HIST-2026-03-0340,BANK-PAYROLL,2026-03-15,-244000,-2440.0,USD,Comcast Business,HIST-0340,OUT Comcast Business,2026-03
TXN-HIST-2026-03-0341,BANK-OPERATING,2026-03-17,248100,2481.0,USD,ADP,HIST-0341,IN ADP,2026-03
TXN-HIST-2026-03-0342,BANK-OPERATING,2026-03-17,-252200,-2522.0,USD,Comcast Business,HIST-0342,OUT Comcast Business,2026-03
TXN-HIST-2026-03-0343,BANK-OPERATING,2026-03-17,-256300,-2563.0,USD,CleanRoom Janitorial,HIST-0343,OUT CleanRoom Janitorial,2026-03
TXN-HIST-2026-03-0344,BANK-PAYROLL,2026-03-17,-260400,-2604.0,USD,HubSpot,HIST-0344,OUT HubSpot,2026-03
TXN-HIST-2026-03-0345,BANK-OPERATING,2026-03-19,264500,2645.0,USD,CleanRoom Janitorial,HIST-0345,IN CleanRoom Janitorial,2026-03
TXN-HIST-2026-03-0346,BANK-OPERATING,2026-03-19,-268600,-2686.0,USD,HubSpot,HIST-0346,OUT HubSpot,2026-03
TXN-HIST-2026-03-0347,BANK-OPERATING,2026-03-19,-272700,-2727.0,USD,Adyen NV,HIST-0347,OUT Adyen NV,2026-03
TXN-HIST-2026-03-0348,BANK-PAYROLL,2026-03-19,-276800,-2768.0,USD,Palo Alto Networks,HIST-0348,OUT Palo Alto Networks,2026-03
TXN-HIST-2026-03-0349,BANK-OPERATING,2026-03-21,280900,2809.0,USD,Adyen NV,HIST-0349,IN Adyen NV,2026-03
TXN-HIST-2026-03-0350,BANK-OPERATING,2026-03-21,-285000,-2850.0,USD,Palo Alto Networks,HIST-0350,OUT Palo Alto Networks,2026-03
TXN-HIST-2026-03-0351,BANK-OPERATING,2026-03-21,-289100,-2891.0,USD,Carta,HIST-0351,OUT Carta,2026-03
TXN-HIST-2026-03-0352,BANK-PAYROLL,2026-03-21,-293200,-2932.0,USD,Vanta,HIST-0352,OUT Vanta,2026-03
TXN-HIST-2026-03-0353,BANK-OPERATING,2026-03-23,297300,2973.0,USD,Carta,HIST-0353,IN Carta,2026-03
TXN-HIST-2026-03-0354,BANK-OPERATING,2026-03-23,-301400,-3014.0,USD,Vanta,HIST-0354,OUT Vanta,2026-03
TXN-HIST-2026-03-0355,BANK-OPERATING,2026-03-23,-305500,-3055.0,USD,Acme Supplies,HIST-0355,OUT Acme Supplies,2026-03
TXN-HIST-2026-03-0356,BANK-PAYROLL,2026-03-23,-309600,-3096.0,USD,Acme Supply Co.,HIST-0356,OUT Acme Supply Co.,2026-03
TXN-HIST-2026-03-0357,BANK-OPERATING,2026-03-25,313700,3137.0,USD,Acme Supplies,HIST-0357,IN Acme Supplies,2026-03
TXN-HIST-2026-03-0358,BANK-OPERATING,2026-03-25,-317800,-3178.0,USD,Acme Supply Co.,HIST-0358,OUT Acme Supply Co.,2026-03
TXN-HIST-2026-03-0359,BANK-OPERATING,2026-03-25,-321900,-3219.0,USD,Northline Fabrication,HIST-0359,OUT Northline Fabrication,2026-03
TXN-HIST-2026-03-0360,BANK-PAYROLL,2026-03-25,-326000,-3260.0,USD,Helios Hardware,HIST-0360,OUT Helios Hardware,2026-03
TXN-HIST-2026-03-0361,BANK-OPERATING,2026-03-27,330100,3301.0,USD,Northline Fabrication,HIST-0361,IN Northline Fabrication,2026-03
TXN-HIST-2026-03-0362,BANK-OPERATING,2026-03-27,-334200,-3342.0,USD,Helios Hardware,HIST-0362,OUT Helios Hardware,2026-03
TXN-HIST-2026-03-0363,BANK-OPERATING,2026-03-27,-338300,-3383.0,USD,Slack Technologies,HIST-0363,OUT Slack Technologies,2026-03
TXN-HIST-2026-03-0364,BANK-PAYROLL,2026-03-27,-342400,-3424.0,USD,Google Cloud,HIST-0364,OUT Google Cloud,2026-03
TXN-HIST-2026-03-0365,BANK-OPERATING,2026-03-29,346500,3465.0,USD,Slack Technologies,HIST-0365,IN Slack Technologies,2026-03
