invoice_id,vendor_id,vendor,vendor_invoice_number,invoice_date,due_date,amount,currency,po_id,status,paid_date,period,description,journal_id
HAP-2026-01-0791,VEND-037,Comcast Business,COM-2026-01-0791,2026-01-07,2026-02-06,150.99,USD,HPO-2026-01-0791,PAID,2026-01-25,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0791
HAP-2026-01-0792,VEND-041,HubSpot,HUB-2026-01-0792,2026-01-07,2026-02-06,1801.1,USD,HPO-2026-01-0792,PAID,2026-01-25,2026-01,premium support 2026-01,JE-HAP-2026-01-0792
HAP-2026-01-0793,VEND-033,Staples Business Advantage,STA-2026-01-0793,2026-01-08,2026-02-07,31.21,USD,HPO-2026-01-0793,PAID,2026-01-26,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0793
HAP-2026-01-0794,VEND-037,Comcast Business,COM-2026-01-0794,2026-01-08,2026-02-07,7201.32,USD,HPO-2026-01-0794,PAID,2026-01-26,2026-01,premium support 2026-01,JE-HAP-2026-01-0794
HAP-2026-01-0795,VEND-041,HubSpot,HUB-2026-01-0795,2026-01-08,2026-02-07,232.43,USD,HPO-2026-01-0795,PAID,2026-01-26,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0795
HAP-2026-01-0796,VEND-045,Palo Alto Networks,PAL-2026-01-0796,2026-01-08,2026-02-07,97.54,USD,HPO-2026-01-0796,PAID,2026-01-26,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0796
HAP-2026-01-0797,VEND-049,Vanta,VAN-2026-01-0797,2026-01-08,2026-02-07,151.65,USD,HPO-2026-01-0797,PAID,2026-01-26,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0797
HAP-2026-01-0798,VEND-001-ALIAS,Acme Supply Co.,ACM-2026-01-0798,2026-01-08,2026-02-07,1801.76,USD,HPO-2026-01-0798,PAID,2026-01-26,2026-01,premium support 2026-01,JE-HAP-2026-01-0798
HAP-2026-01-0799,VEND-005,Helios Hardware,HEL-2026-01-0799,2026-01-08,2026-02-07,117.37,USD,HPO-2026-01-0799,PAID,2026-01-26,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0799
HAP-2026-01-0800,VEND-009,Google Cloud,GOO-2026-01-0800,2026-01-08,2026-02-07,61.98,USD,HPO-2026-01-0800,PAID,2026-01-26,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0800
HAP-2026-01-0801,VEND-014,Dell Technologies,DEL-2026-01-0801,2026-01-08,2026-02-07,107.09,USD,HPO-2026-01-0801,PAID,2026-01-26,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0801
HAP-2026-01-0802,VEND-018,Shadow Vendor LLC,SHA-2026-01-0802,2026-01-08,2026-02-07,16202.2,USD,HPO-2026-01-0802,PAID,2026-01-26,2026-01,premium support 2026-01,JE-HAP-2026-01-0802
HAP-2026-01-0803,VEND-022,Twilio,TWI-2026-01-0803,2026-01-08,2026-02-07,425.81,USD,HPO-2026-01-0803,PAID,2026-01-26,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0803
HAP-2026-01-0804,VEND-026,CrowdStrike,CRO-2026-01-0804,2026-01-08,2026-02-07,26.42,USD,HPO-2026-01-0804,PAID,2026-01-26,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0804
HAP-2026-01-0805,VEND-018,Shadow Vendor LLC,SHA-2026-01-0805,2026-01-09,2026-02-08,115.5,USD,HPO-2026-01-0805,PAID,2026-01-27,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0805
HAP-2026-01-0806,VEND-022,Twilio,TWI-2026-01-0806,2026-01-09,2026-02-08,60.11,USD,HPO-2026-01-0806,PAID,2026-01-27,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0806
HAP-2026-01-0807,VEND-026,CrowdStrike,CRO-2026-01-0807,2026-01-09,2026-02-08,105.22,USD,HPO-2026-01-0807,PAID,2026-01-27,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0807
HAP-2026-01-0808,VEND-030,Northline Fab Group,NOR-2026-01-0808,2026-01-09,2026-02-08,16200.33,USD,HPO-2026-01-0808,PAID,2026-01-27,2026-01,premium support 2026-01,JE-HAP-2026-01-0808
HAP-2026-01-0809,VEND-034,FedEx,FED-2026-01-0809,2026-01-09,2026-02-08,423.94,USD,HPO-2026-01-0809,PAID,2026-01-27,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0809
HAP-2026-01-0810,VEND-038,Pagaya Coffee Service,PAG-2026-01-0810,2026-01-09,2026-02-08,24.55,USD,HPO-2026-01-0810,PAID,2026-01-27,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0810
HAP-2026-01-0811,VEND-042,Stripe Processing,STR-2026-01-0811,2026-01-09,2026-02-08,60.66,USD,HPO-2026-01-0811,PAID,2026-01-27,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0811
HAP-2026-01-0812,VEND-046,Boston Edison Steam,BOS-2026-01-0812,2026-01-09,2026-02-08,10800.77,USD,HPO-2026-01-0812,PAID,2026-01-27,2026-01,premium support 2026-01,JE-HAP-2026-01-0812
HAP-2026-01-0813,VEND-050,Linear App,LIN-2026-01-0813,2026-01-09,2026-02-08,308.88,USD,HPO-2026-01-0813,PAID,2026-01-27,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0813
HAP-2026-01-0814,VEND-002,Amazon Web Services,AMA-2026-01-0814,2026-01-09,2026-02-08,120.99,USD,HPO-2026-01-0814,PAID,2026-01-27,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0814
HAP-2026-01-0815,VEND-006,Datadog,DAT-2026-01-0815,2026-01-09,2026-02-08,16.1,USD,HPO-2026-01-0815,PAID,2026-01-27,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0815
HAP-2026-01-0816,VEND-011,Hartford Insurance,HAR-2026-01-0816,2026-01-09,2026-02-08,5401.21,USD,HPO-2026-01-0816,PAID,2026-01-27,2026-01,premium support 2026-01,JE-HAP-2026-01-0816
HAP-2026-01-0817,VEND-002,Amazon Web Services,AMA-2026-01-0817,2026-01-10,2026-02-09,61.32,USD,HPO-2026-01-0817,PAID,2026-01-28,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0817
HAP-2026-01-0818,VEND-006,Datadog,DAT-2026-01-0818,2026-01-10,2026-02-09,10801.43,USD,HPO-2026-01-0818,PAID,2026-01-28,2026-01,premium support 2026-01,JE-HAP-2026-01-0818
HAP-2026-01-0819,VEND-011,Hartford Insurance,HAR-2026-01-0819,2026-01-10,2026-02-09,309.54,USD,HPO-2026-01-0819,PAID,2026-01-28,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0819
HAP-2026-01-0820,VEND-015,Harbor Electric,HAR-2026-01-0820,2026-01-10,2026-02-09,121.65,USD,HPO-2026-01-0820,PAID,2026-01-28,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0820
HAP-2026-01-0821,VEND-019,Freightline Logistics,FRE-2026-01-0821,2026-01-10,2026-02-09,16.76,USD,HPO-2026-01-0821,PAID,2026-01-28,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0821
HAP-2026-01-0822,VEND-023,Notion Labs,NOT-2026-01-0822,2026-01-10,2026-02-09,5401.87,USD,HPO-2026-01-0822,PAID,2026-01-28,2026-01,premium support 2026-01,JE-HAP-2026-01-0822
HAP-2026-01-0823,VEND-027,Zoom Video,ZOO-2026-01-0823,2026-01-10,2026-02-09,194.48,USD,HPO-2026-01-0823,PAID,2026-01-28,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0823
HAP-2026-01-0824,VEND-031,Helios Hardware Supply,HEL-2026-01-0824,2026-01-10,2026-02-09,86.09,USD,HPO-2026-01-0824,PAID,2026-01-28,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0824
HAP-2026-01-0825,VEND-035,ADP,ADP-2026-01-0825,2026-01-10,2026-02-09,137.2,USD,HPO-2026-01-0825,PAID,2026-01-28,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0825
HAP-2026-01-0826,VEND-039,CleanRoom Janitorial,CLE-2026-01-0826,2026-01-10,2026-02-09,19802.31,USD,HPO-2026-01-0826,PAID,2026-01-28,2026-01,premium support 2026-01,JE-HAP-2026-01-0826
HAP-2026-01-0827,VEND-043,Adyen NV,ADY-2026-01-0827,2026-01-10,2026-02-09,79.42,USD,HPO-2026-01-0827,PAID,2026-01-28,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0827
HAP-2026-01-0828,VEND-047,Carta,CAR-2026-01-0828,2026-01-10,2026-02-09,48.0,USD,HPO-2026-01-0828,PAID,2026-01-28,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0828
HAP-2026-01-0829,VEND-039,CleanRoom Janitorial,CLE-2026-01-0829,2026-01-11,2026-02-10,192.61,USD,HPO-2026-01-0829,PAID,2026-01-29,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0829
HAP-2026-01-0830,VEND-043,Adyen NV,ADY-2026-01-0830,2026-01-11,2026-02-10,84.22,USD,HPO-2026-01-0830,PAID,2026-01-29,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0830
HAP-2026-01-0831,VEND-047,Carta,CAR-2026-01-0831,2026-01-11,2026-02-10,135.33,USD,HPO-2026-01-0831,PAID,2026-01-29,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0831
HAP-2026-01-0832,VEND-001,Acme Supplies,ACM-2026-01-0832,2026-01-11,2026-02-10,19800.44,USD,HPO-2026-01-0832,PAID,2026-01-29,2026-01,premium support 2026-01,JE-HAP-2026-01-0832
HAP-2026-01-0833,VEND-003,Northline Fabrication,NOR-2026-01-0833,2026-01-11,2026-02-10,77.55,USD,HPO-2026-01-0833,PAID,2026-01-29,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0833
HAP-2026-01-0834,VEND-007,Slack Technologies,SLA-2026-01-0834,2026-01-11,2026-02-10,48.66,USD,HPO-2026-01-0834,PAID,2026-01-29,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0834
HAP-2026-01-0835,VEND-012,Orbit Analytics,ORB-2026-01-0835,2026-01-11,2026-02-10,90.77,USD,HPO-2026-01-0835,PAID,2026-01-29,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0835
HAP-2026-01-0836,VEND-016,Lindholm & Ruiz LLP,LIN-2026-01-0836,2026-01-11,2026-02-10,14400.88,USD,HPO-2026-01-0836,PAID,2026-01-29,2026-01,premium support 2026-01,JE-HAP-2026-01-0836
HAP-2026-01-0837,VEND-020,Lenovo,LEN-2026-01-0837,2026-01-11,2026-02-10,385.99,USD,HPO-2026-01-0837,PAID,2026-01-29,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0837
HAP-2026-01-0838,VEND-024,Snowflake,SNO-2026-01-0838,2026-01-11,2026-02-10,13.1,USD,HPO-2026-01-0838,PAID,2026-01-29,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0838
HAP-2026-01-0839,VEND-028,Atlassian,ATL-2026-01-0839,2026-01-11,2026-02-10,46.21,USD,HPO-2026-01-0839,PAID,2026-01-29,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0839
HAP-2026-01-0840,VEND-032,Harbor Power & Light,HAR-2026-01-0840,2026-01-11,2026-02-10,9001.32,USD,HPO-2026-01-0840,PAID,2026-01-29,2026-01,premium support 2026-01,JE-HAP-2026-01-0840
HAP-2026-01-0841,VEND-024,Snowflake,SNO-2026-01-0841,2026-01-12,2026-02-11,91.43,USD,HPO-2026-01-0841,PAID,2026-01-30,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0841
HAP-2026-01-0842,VEND-028,Atlassian,ATL-2026-01-0842,2026-01-12,2026-02-11,14401.54,USD,HPO-2026-01-0842,PAID,2026-01-30,2026-01,premium support 2026-01,JE-HAP-2026-01-0842
HAP-2026-01-0843,VEND-032,Harbor Power & Light,HAR-2026-01-0843,2026-01-12,2026-02-11,386.65,USD,HPO-2026-01-0843,PAID,2026-01-30,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0843
HAP-2026-01-0844,VEND-036,WeWork Cambridge,WEW-2026-01-0844,2026-01-12,2026-02-11,13.76,USD,HPO-2026-01-0844,PAID,2026-01-30,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0844
HAP-2026-01-0845,VEND-040,Kendall Square Parking,KEN-2026-01-0845,2026-01-12,2026-02-11,46.87,USD,HPO-2026-01-0845,PAID,2026-01-30,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0845
HAP-2026-01-0846,VEND-044,DocuSign,DOC-2026-01-0846,2026-01-12,2026-02-11,9001.98,USD,HPO-2026-01-0846,PAID,2026-01-30,2026-01,premium support 2026-01,JE-HAP-2026-01-0846
HAP-2026-01-0847,VEND-048,Gusto Payroll,GUS-2026-01-0847,2026-01-12,2026-02-11,271.59,USD,HPO-2026-01-0847,PAID,2026-01-30,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0847
HAP-2026-01-0848,VEND-001-DUP,Acme Supplies LLC,ACM-2026-01-0848,2026-01-12,2026-02-11,110.2,USD,HPO-2026-01-0848,PAID,2026-01-30,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0848
HAP-2026-01-0849,VEND-004,Office Depot,OFF-2026-01-0849,2026-01-12,2026-02-11,167.31,USD,HPO-2026-01-0849,PAID,2026-01-30,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0849
HAP-2026-01-0850,VEND-008,Figma,FIG-2026-01-0850,2026-01-12,2026-02-11,3602.42,USD,HPO-2026-01-0850,PAID,2026-01-30,2026-01,premium support 2026-01,JE-HAP-2026-01-0850
HAP-2026-01-0851,VEND-013,Cambridge Properties,CAM-2026-01-0851,2026-01-12,2026-02-11,154.0,USD,HPO-2026-01-0851,PAID,2026-01-30,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0851
HAP-2026-01-0852,VEND-017,GitHub,GIT-2026-01-0852,2026-01-12,2026-02-11,72.11,USD,HPO-2026-01-0852,PAID,2026-01-30,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0852
HAP-2026-01-0853,VEND-008,Figma,FIG-2026-01-0853,2026-01-13,2026-02-12,269.72,USD,HPO-2026-01-0853,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0853
HAP-2026-01-0854,VEND-013,Cambridge Properties,CAM-2026-01-0854,2026-01-13,2026-02-12,108.33,USD,HPO-2026-01-0854,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0854
HAP-2026-01-0855,VEND-017,GitHub,GIT-2026-01-0855,2026-01-13,2026-02-12,165.44,USD,HPO-2026-01-0855,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0855
HAP-2026-01-0856,VEND-021,Misc Supplies,MIS-2026-01-0856,2026-01-13,2026-02-12,3600.55,USD,HPO-2026-01-0856,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0856
HAP-2026-01-0857,VEND-025,Okta,OKT-2026-01-0857,2026-01-13,2026-02-12,154.66,USD,HPO-2026-01-0857,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0857
HAP-2026-01-0858,VEND-029,Cloudflare,CLO-2026-01-0858,2026-01-13,2026-02-12,72.77,USD,HPO-2026-01-0858,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0858
HAP-2026-01-0859,VEND-033,Staples Business Advantage,STA-2026-01-0859,2026-01-13,2026-02-12,120.88,USD,HPO-2026-01-0859,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0859
HAP-2026-01-0860,VEND-037,Comcast Business,COM-2026-01-0860,2026-01-13,2026-02-12,18000.99,USD,HPO-2026-01-0860,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0860
HAP-2026-01-0861,VEND-041,HubSpot,HUB-2026-01-0861,2026-01-13,2026-02-12,39.6,USD,HPO-2026-01-0861,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0861
HAP-2026-01-0862,VEND-045,Palo Alto Networks,PAL-2026-01-0862,2026-01-13,2026-02-12,37.21,USD,HPO-2026-01-0862,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0862
HAP-2026-01-0863,VEND-049,Vanta,VAN-2026-01-0863,2026-01-13,2026-02-12,76.32,USD,HPO-2026-01-0863,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0863
HAP-2026-01-0864,VEND-001-ALIAS,Acme Supply Co.,ACM-2026-01-0864,2026-01-13,2026-02-12,12601.43,USD,HPO-2026-01-0864,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0864
HAP-2026-01-0865,VEND-045,Palo Alto Networks,PAL-2026-01-0865,2026-01-14,2026-02-13,121.54,USD,HPO-2026-01-0865,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0865
HAP-2026-01-0866,VEND-049,Vanta,VAN-2026-01-0866,2026-01-14,2026-02-13,18001.65,USD,HPO-2026-01-0866,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0866
HAP-2026-01-0867,VEND-001-ALIAS,Acme Supply Co.,ACM-2026-01-0867,2026-01-14,2026-02-13,40.26,USD,HPO-2026-01-0867,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0867
HAP-2026-01-0868,VEND-005,Helios Hardware,HEL-2026-01-0868,2026-01-14,2026-02-13,37.87,USD,HPO-2026-01-0868,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0868
HAP-2026-01-0869,VEND-009,Google Cloud,GOO-2026-01-0869,2026-01-14,2026-02-13,76.98,USD,HPO-2026-01-0869,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0869
HAP-2026-01-0870,VEND-014,Dell Technologies,DEL-2026-01-0870,2026-01-14,2026-02-13,12602.09,USD,HPO-2026-01-0870,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0870
HAP-2026-01-0871,VEND-018,Shadow Vendor LLC,SHA-2026-01-0871,2026-01-14,2026-02-13,348.7,USD,HPO-2026-01-0871,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0871
HAP-2026-01-0872,VEND-022,Twilio,TWI-2026-01-0872,2026-01-14,2026-02-13,134.31,USD,HPO-2026-01-0872,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0872
HAP-2026-01-0873,VEND-026,CrowdStrike,CRO-2026-01-0873,2026-01-14,2026-02-13,32.42,USD,HPO-2026-01-0873,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0873
HAP-2026-01-0874,VEND-030,Northline Fab Group,NOR-2026-01-0874,2026-01-14,2026-02-13,7200.0,USD,HPO-2026-01-0874,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0874
HAP-2026-01-0875,VEND-034,FedEx,FED-2026-01-0875,2026-01-14,2026-02-13,231.11,USD,HPO-2026-01-0875,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0875
HAP-2026-01-0876,VEND-038,Pagaya Coffee Service,PAG-2026-01-0876,2026-01-14,2026-02-13,96.22,USD,HPO-2026-01-0876,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0876
HAP-2026-01-0877,VEND-030,Northline Fab Group,NOR-2026-01-0877,2026-01-15,2026-02-14,346.83,USD,HPO-2026-01-0877,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0877
HAP-2026-01-0878,VEND-034,FedEx,FED-2026-01-0878,2026-01-15,2026-02-14,132.44,USD,HPO-2026-01-0878,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0878
HAP-2026-01-0879,VEND-038,Pagaya Coffee Service,PAG-2026-01-0879,2026-01-15,2026-02-14,30.55,USD,HPO-2026-01-0879,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0879
HAP-2026-01-0880,VEND-042,Stripe Processing,STR-2026-01-0880,2026-01-15,2026-02-14,7200.66,USD,HPO-2026-01-0880,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0880
HAP-2026-01-0881,VEND-046,Boston Edison Steam,BOS-2026-01-0881,2026-01-15,2026-02-14,231.77,USD,HPO-2026-01-0881,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0881
HAP-2026-01-0882,VEND-050,Linear App,LIN-2026-01-0882,2026-01-15,2026-02-14,96.88,USD,HPO-2026-01-0882,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0882
HAP-2026-01-0883,VEND-002,Amazon Web Services,AMA-2026-01-0883,2026-01-15,2026-02-14,150.99,USD,HPO-2026-01-0883,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0883
HAP-2026-01-0884,VEND-006,Datadog,DAT-2026-01-0884,2026-01-15,2026-02-14,1801.1,USD,HPO-2026-01-0884,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0884
HAP-2026-01-0885,VEND-011,Hartford Insurance,HAR-2026-01-0885,2026-01-15,2026-02-14,116.71,USD,HPO-2026-01-0885,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0885
HAP-2026-01-0886,VEND-015,Harbor Electric,HAR-2026-01-0886,2026-01-15,2026-02-14,61.32,USD,HPO-2026-01-0886,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0886
HAP-2026-01-0887,VEND-019,Freightline Logistics,FRE-2026-01-0887,2026-01-15,2026-02-14,106.43,USD,HPO-2026-01-0887,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0887
HAP-2026-01-0888,VEND-023,Notion Labs,NOT-2026-01-0888,2026-01-15,2026-02-14,16201.54,USD,HPO-2026-01-0888,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0888
HAP-2026-01-0889,VEND-015,Harbor Electric,HAR-2026-01-0889,2026-01-16,2026-02-15,151.65,USD,HPO-2026-01-0889,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0889
HAP-2026-01-0890,VEND-019,Freightline Logistics,FRE-2026-01-0890,2026-01-16,2026-02-15,1801.76,USD,HPO-2026-01-0890,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0890
HAP-2026-01-0891,VEND-023,Notion Labs,NOT-2026-01-0891,2026-01-16,2026-02-15,117.37,USD,HPO-2026-01-0891,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0891
HAP-2026-01-0892,VEND-027,Zoom Video,ZOO-2026-01-0892,2026-01-16,2026-02-15,61.98,USD,HPO-2026-01-0892,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0892
HAP-2026-01-0893,VEND-031,Helios Hardware Supply,HEL-2026-01-0893,2026-01-16,2026-02-15,107.09,USD,HPO-2026-01-0893,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0893
HAP-2026-01-0894,VEND-035,ADP,ADP-2026-01-0894,2026-01-16,2026-02-15,16202.2,USD,HPO-2026-01-0894,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0894
HAP-2026-01-0895,VEND-039,CleanRoom Janitorial,CLE-2026-01-0895,2026-01-16,2026-02-15,425.81,USD,HPO-2026-01-0895,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0895
HAP-2026-01-0896,VEND-043,Adyen NV,ADY-2026-01-0896,2026-01-16,2026-02-15,26.42,USD,HPO-2026-01-0896,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0896
HAP-2026-01-0897,VEND-047,Carta,CAR-2026-01-0897,2026-01-16,2026-02-15,60.0,USD,HPO-2026-01-0897,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0897
HAP-2026-01-0898,VEND-001,Acme Supplies,ACM-2026-01-0898,2026-01-16,2026-02-15,10800.11,USD,HPO-2026-01-0898,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0898
HAP-2026-01-0899,VEND-003,Northline Fabrication,NOR-2026-01-0899,2026-01-16,2026-02-15,308.22,USD,HPO-2026-01-0899,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0899
HAP-2026-01-0900,VEND-007,Slack Technologies,SLA-2026-01-0900,2026-01-16,2026-02-15,120.33,USD,HPO-2026-01-0900,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0900
HAP-2026-01-0901,VEND-001,Acme Supplies,ACM-2026-01-0901,2026-01-17,2026-02-16,423.94,USD,HPO-2026-01-0901,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0901
HAP-2026-01-0902,VEND-003,Northline Fabrication,NOR-2026-01-0902,2026-01-17,2026-02-16,24.55,USD,HPO-2026-01-0902,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0902
HAP-2026-01-0903,VEND-007,Slack Technologies,SLA-2026-01-0903,2026-01-17,2026-02-16,60.66,USD,HPO-2026-01-0903,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0903
HAP-2026-01-0904,VEND-012,Orbit Analytics,ORB-2026-01-0904,2026-01-17,2026-02-16,10800.77,USD,HPO-2026-01-0904,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0904
HAP-2026-01-0905,VEND-016,Lindholm & Ruiz LLP,LIN-2026-01-0905,2026-01-17,2026-02-16,308.88,USD,HPO-2026-01-0905,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0905
HAP-2026-01-0906,VEND-020,Lenovo,LEN-2026-01-0906,2026-01-17,2026-02-16,120.99,USD,HPO-2026-01-0906,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0906
HAP-2026-01-0907,VEND-024,Snowflake,SNO-2026-01-0907,2026-01-17,2026-02-16,16.1,USD,HPO-2026-01-0907,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0907
HAP-2026-01-0908,VEND-028,Atlassian,ATL-2026-01-0908,2026-01-17,2026-02-16,5401.21,USD,HPO-2026-01-0908,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0908
HAP-2026-01-0909,VEND-032,Harbor Power & Light,HAR-2026-01-0909,2026-01-17,2026-02-16,193.82,USD,HPO-2026-01-0909,PAID,2026-01-31,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-0909
HAP-2026-01-0910,VEND-036,WeWork Cambridge,WEW-2026-01-0910,2026-01-17,2026-02-16,85.43,USD,HPO-2026-01-0910,PAID,2026-01-31,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-0910
HAP-2026-01-0911,VEND-040,Kendall Square Parking,KEN-2026-01-0911,2026-01-17,2026-02-16,136.54,USD,HPO-2026-01-0911,PAID,2026-01-31,2026-01,usage overage block 2026-01,JE-HAP-2026-01-0911
HAP-2026-01-0912,VEND-044,DocuSign,DOC-2026-01-0912,2026-01-17,2026-02-16,19801.65,USD,HPO-2026-01-0912,PAID,2026-01-31,2026-01,premium support 2026-01,JE-HAP-2026-01-0912
