entry_id,period,effective_date,posting_date,debit_account,credit_account,amount_minor,amount,memo,vendor,customer,source_document_id,transaction_id,entry_type,category
JE-HAP-2025-12-0616,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,720198,7201.98,premium support 2025-12,Harbor Electric,,HAP-2025-12-0616,HAP-2025-12-0616,historical_ap,volume_opex
JE-HAP-2025-12-0617,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,23309,233.09,warehouse consumables 2025-12,Freightline Logistics,,HAP-2025-12-0617,HAP-2025-12-0617,historical_ap,volume_opex
JE-HAP-2025-12-0618,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,9820,98.2,security monitoring hosts 2025-12,Notion Labs,,HAP-2025-12-0618,HAP-2025-12-0618,historical_ap,volume_opex
JE-HAP-2025-12-0619,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,15231,152.31,usage overage block 2025-12,Zoom Video,,HAP-2025-12-0619,HAP-2025-12-0619,historical_ap,volume_opex
JE-HAP-2025-12-0620,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,180242,1802.42,premium support 2025-12,Helios Hardware Supply,,HAP-2025-12-0620,HAP-2025-12-0620,historical_ap,volume_opex
JE-HAP-2025-12-0621,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,11550,115.5,warehouse consumables 2025-12,ADP,,HAP-2025-12-0621,HAP-2025-12-0621,historical_ap,volume_opex
JE-HAP-2025-12-0622,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6011,60.11,security monitoring hosts 2025-12,CleanRoom Janitorial,,HAP-2025-12-0622,HAP-2025-12-0622,historical_ap,volume_opex
JE-HAP-2025-12-0623,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,10522,105.22,usage overage block 2025-12,Adyen NV,,HAP-2025-12-0623,HAP-2025-12-0623,historical_ap,volume_opex
JE-HAP-2025-12-0624,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1620033,16200.33,premium support 2025-12,Carta,,HAP-2025-12-0624,HAP-2025-12-0624,historical_ap,volume_opex
JE-HAP-2025-12-0625,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,15044,150.44,usage overage block 2025-12,CleanRoom Janitorial,,HAP-2025-12-0625,HAP-2025-12-0625,historical_ap,volume_opex
JE-HAP-2025-12-0626,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,180055,1800.55,premium support 2025-12,Adyen NV,,HAP-2025-12-0626,HAP-2025-12-0626,historical_ap,volume_opex
JE-HAP-2025-12-0627,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,11616,116.16,warehouse consumables 2025-12,Carta,,HAP-2025-12-0627,HAP-2025-12-0627,historical_ap,volume_opex
JE-HAP-2025-12-0628,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6077,60.77,security monitoring hosts 2025-12,Acme Supplies,,HAP-2025-12-0628,HAP-2025-12-0628,historical_ap,volume_opex
JE-HAP-2025-12-0629,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,10588,105.88,usage overage block 2025-12,Northline Fabrication,,HAP-2025-12-0629,HAP-2025-12-0629,historical_ap,volume_opex
JE-HAP-2025-12-0630,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1620099,16200.99,premium support 2025-12,Slack Technologies,,HAP-2025-12-0630,HAP-2025-12-0630,historical_ap,volume_opex
JE-HAP-2025-12-0631,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,42460,424.6,warehouse consumables 2025-12,Orbit Analytics,,HAP-2025-12-0631,HAP-2025-12-0631,historical_ap,volume_opex
JE-HAP-2025-12-0632,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,2521,25.21,security monitoring hosts 2025-12,Lindholm & Ruiz LLP,,HAP-2025-12-0632,HAP-2025-12-0632,historical_ap,volume_opex
JE-HAP-2025-12-0633,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6132,61.32,usage overage block 2025-12,Lenovo,,HAP-2025-12-0633,HAP-2025-12-0633,historical_ap,volume_opex
JE-HAP-2025-12-0634,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1080143,10801.43,premium support 2025-12,Snowflake,,HAP-2025-12-0634,HAP-2025-12-0634,historical_ap,volume_opex
JE-HAP-2025-12-0635,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,30954,309.54,warehouse consumables 2025-12,Atlassian,,HAP-2025-12-0635,HAP-2025-12-0635,historical_ap,volume_opex
JE-HAP-2025-12-0636,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,12165,121.65,security monitoring hosts 2025-12,Harbor Power & Light,,HAP-2025-12-0636,HAP-2025-12-0636,historical_ap,volume_opex
JE-HAP-2025-12-0637,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,42526,425.26,warehouse consumables 2025-12,Snowflake,,HAP-2025-12-0637,HAP-2025-12-0637,historical_ap,volume_opex
JE-HAP-2025-12-0638,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,2587,25.87,security monitoring hosts 2025-12,Atlassian,,HAP-2025-12-0638,HAP-2025-12-0638,historical_ap,volume_opex
JE-HAP-2025-12-0639,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6198,61.98,usage overage block 2025-12,Harbor Power & Light,,HAP-2025-12-0639,HAP-2025-12-0639,historical_ap,volume_opex
JE-HAP-2025-12-0640,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1080209,10802.09,premium support 2025-12,WeWork Cambridge,,HAP-2025-12-0640,HAP-2025-12-0640,historical_ap,volume_opex
JE-HAP-2025-12-0641,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,31020,310.2,warehouse consumables 2025-12,Kendall Square Parking,,HAP-2025-12-0641,HAP-2025-12-0641,historical_ap,volume_opex
JE-HAP-2025-12-0642,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,12231,122.31,security monitoring hosts 2025-12,DocuSign,,HAP-2025-12-0642,HAP-2025-12-0642,historical_ap,volume_opex
JE-HAP-2025-12-0643,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1742,17.42,usage overage block 2025-12,Gusto Payroll,,HAP-2025-12-0643,HAP-2025-12-0643,historical_ap,volume_opex
JE-HAP-2025-12-0644,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,540000,5400.0,premium support 2025-12,Acme Supplies LLC,,HAP-2025-12-0644,HAP-2025-12-0644,historical_ap,volume_opex
JE-HAP-2025-12-0645,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,19261,192.61,warehouse consumables 2025-12,Office Depot,,HAP-2025-12-0645,HAP-2025-12-0645,historical_ap,volume_opex
JE-HAP-2025-12-0646,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,8422,84.22,security monitoring hosts 2025-12,Figma,,HAP-2025-12-0646,HAP-2025-12-0646,historical_ap,volume_opex
JE-HAP-2025-12-0647,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,13533,135.33,usage overage block 2025-12,Cambridge Properties,,HAP-2025-12-0647,HAP-2025-12-0647,historical_ap,volume_opex
JE-HAP-2025-12-0648,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1980044,19800.44,premium support 2025-12,GitHub,,HAP-2025-12-0648,HAP-2025-12-0648,historical_ap,volume_opex
JE-HAP-2025-12-0649,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1555,15.55,usage overage block 2025-12,Figma,,HAP-2025-12-0649,HAP-2025-12-0649,historical_ap,volume_opex
JE-HAP-2025-12-0650,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,540066,5400.66,premium support 2025-12,Cambridge Properties,,HAP-2025-12-0650,HAP-2025-12-0650,historical_ap,volume_opex
JE-HAP-2025-12-0651,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,19327,193.27,warehouse consumables 2025-12,GitHub,,HAP-2025-12-0651,HAP-2025-12-0651,historical_ap,volume_opex
JE-HAP-2025-12-0652,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,8488,84.88,security monitoring hosts 2025-12,Misc Supplies,,HAP-2025-12-0652,HAP-2025-12-0652,historical_ap,volume_opex
JE-HAP-2025-12-0653,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,13599,135.99,usage overage block 2025-12,Okta,,HAP-2025-12-0653,HAP-2025-12-0653,historical_ap,volume_opex
JE-HAP-2025-12-0654,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1980110,19801.1,premium support 2025-12,Cloudflare,,HAP-2025-12-0654,HAP-2025-12-0654,historical_ap,volume_opex
JE-HAP-2025-12-0655,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,7821,78.21,warehouse consumables 2025-12,Staples Business Advantage,,HAP-2025-12-0655,HAP-2025-12-0655,historical_ap,volume_opex
JE-HAP-2025-12-0656,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,4932,49.32,security monitoring hosts 2025-12,Comcast Business,,HAP-2025-12-0656,HAP-2025-12-0656,historical_ap,volume_opex
JE-HAP-2025-12-0657,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,9143,91.43,usage overage block 2025-12,HubSpot,,HAP-2025-12-0657,HAP-2025-12-0657,historical_ap,volume_opex
JE-HAP-2025-12-0658,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1440154,14401.54,premium support 2025-12,Palo Alto Networks,,HAP-2025-12-0658,HAP-2025-12-0658,historical_ap,volume_opex
JE-HAP-2025-12-0659,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,38665,386.65,warehouse consumables 2025-12,Vanta,,HAP-2025-12-0659,HAP-2025-12-0659,historical_ap,volume_opex
JE-HAP-2025-12-0660,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1376,13.76,security monitoring hosts 2025-12,Acme Supply Co.,,HAP-2025-12-0660,HAP-2025-12-0660,historical_ap,volume_opex
JE-HAP-2025-12-0661,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,7887,78.87,warehouse consumables 2025-12,Palo Alto Networks,,HAP-2025-12-0661,HAP-2025-12-0661,historical_ap,volume_opex
JE-HAP-2025-12-0662,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,4998,49.98,security monitoring hosts 2025-12,Vanta,,HAP-2025-12-0662,HAP-2025-12-0662,historical_ap,volume_opex
JE-HAP-2025-12-0663,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,9209,92.09,usage overage block 2025-12,Acme Supply Co.,,HAP-2025-12-0663,HAP-2025-12-0663,historical_ap,volume_opex
JE-HAP-2025-12-0664,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1440220,14402.2,premium support 2025-12,Helios Hardware,,HAP-2025-12-0664,HAP-2025-12-0664,historical_ap,volume_opex
JE-HAP-2025-12-0665,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,38731,387.31,warehouse consumables 2025-12,Google Cloud,,HAP-2025-12-0665,HAP-2025-12-0665,historical_ap,volume_opex
JE-HAP-2025-12-0666,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1442,14.42,security monitoring hosts 2025-12,Dell Technologies,,HAP-2025-12-0666,HAP-2025-12-0666,historical_ap,volume_opex
JE-HAP-2025-12-0667,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,4500,45.0,usage overage block 2025-12,Shadow Vendor LLC,,HAP-2025-12-0667,HAP-2025-12-0667,historical_ap,volume_opex
JE-HAP-2025-12-0668,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,900011,9000.11,premium support 2025-12,Twilio,,HAP-2025-12-0668,HAP-2025-12-0668,historical_ap,volume_opex
JE-HAP-2025-12-0669,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,26972,269.72,warehouse consumables 2025-12,CrowdStrike,,HAP-2025-12-0669,HAP-2025-12-0669,historical_ap,volume_opex
JE-HAP-2025-12-0670,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,10833,108.33,security monitoring hosts 2025-12,Northline Fab Group,,HAP-2025-12-0670,HAP-2025-12-0670,historical_ap,volume_opex
JE-HAP-2025-12-0671,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,16544,165.44,usage overage block 2025-12,FedEx,,HAP-2025-12-0671,HAP-2025-12-0671,historical_ap,volume_opex
JE-HAP-2025-12-0672,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,360055,3600.55,premium support 2025-12,Pagaya Coffee Service,,HAP-2025-12-0672,HAP-2025-12-0672,historical_ap,volume_opex
JE-HAP-2025-12-0673,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,4566,45.66,usage overage block 2025-12,Northline Fab Group,,HAP-2025-12-0673,HAP-2025-12-0673,historical_ap,volume_opex
JE-HAP-2025-12-0674,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,900077,9000.77,premium support 2025-12,FedEx,,HAP-2025-12-0674,HAP-2025-12-0674,historical_ap,volume_opex
JE-HAP-2025-12-0675,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,27038,270.38,warehouse consumables 2025-12,Pagaya Coffee Service,,HAP-2025-12-0675,HAP-2025-12-0675,historical_ap,volume_opex
JE-HAP-2025-12-0676,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,10899,108.99,security monitoring hosts 2025-12,Stripe Processing,,HAP-2025-12-0676,HAP-2025-12-0676,historical_ap,volume_opex
JE-HAP-2025-12-0677,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,16610,166.1,usage overage block 2025-12,Boston Edison Steam,,HAP-2025-12-0677,HAP-2025-12-0677,historical_ap,volume_opex
JE-HAP-2025-12-0678,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,360121,3601.21,premium support 2025-12,Linear App,,HAP-2025-12-0678,HAP-2025-12-0678,historical_ap,volume_opex
JE-HAP-2025-12-0679,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,15532,155.32,warehouse consumables 2025-12,Amazon Web Services,,HAP-2025-12-0679,HAP-2025-12-0679,historical_ap,volume_opex
JE-HAP-2025-12-0680,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,7343,73.43,security monitoring hosts 2025-12,Datadog,,HAP-2025-12-0680,HAP-2025-12-0680,historical_ap,volume_opex
JE-HAP-2025-12-0681,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,12154,121.54,usage overage block 2025-12,Hartford Insurance,,HAP-2025-12-0681,HAP-2025-12-0681,historical_ap,volume_opex
JE-HAP-2025-12-0682,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1800165,18001.65,premium support 2025-12,Harbor Electric,,HAP-2025-12-0682,HAP-2025-12-0682,historical_ap,volume_opex
JE-HAP-2025-12-0683,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,4026,40.26,warehouse consumables 2025-12,Freightline Logistics,,HAP-2025-12-0683,HAP-2025-12-0683,historical_ap,volume_opex
JE-HAP-2025-12-0684,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,3787,37.87,security monitoring hosts 2025-12,Notion Labs,,HAP-2025-12-0684,HAP-2025-12-0684,historical_ap,volume_opex
JE-HAP-2025-12-0685,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,15598,155.98,warehouse consumables 2025-12,Harbor Electric,,HAP-2025-12-0685,HAP-2025-12-0685,historical_ap,volume_opex
JE-HAP-2025-12-0686,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,7409,74.09,security monitoring hosts 2025-12,Freightline Logistics,,HAP-2025-12-0686,HAP-2025-12-0686,historical_ap,volume_opex
JE-HAP-2025-12-0687,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,12220,122.2,usage overage block 2025-12,Notion Labs,,HAP-2025-12-0687,HAP-2025-12-0687,historical_ap,volume_opex
JE-HAP-2025-12-0688,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1800231,18002.31,premium support 2025-12,Zoom Video,,HAP-2025-12-0688,HAP-2025-12-0688,historical_ap,volume_opex
JE-HAP-2025-12-0689,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,4092,40.92,warehouse consumables 2025-12,Helios Hardware Supply,,HAP-2025-12-0689,HAP-2025-12-0689,historical_ap,volume_opex
JE-HAP-2025-12-0690,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,3600,36.0,security monitoring hosts 2025-12,ADP,,HAP-2025-12-0690,HAP-2025-12-0690,historical_ap,volume_opex
JE-HAP-2025-12-0691,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,7511,75.11,usage overage block 2025-12,CleanRoom Janitorial,,HAP-2025-12-0691,HAP-2025-12-0691,historical_ap,volume_opex
JE-HAP-2025-12-0692,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1260022,12600.22,premium support 2025-12,Adyen NV,,HAP-2025-12-0692,HAP-2025-12-0692,historical_ap,volume_opex
JE-HAP-2025-12-0693,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,34683,346.83,warehouse consumables 2025-12,Carta,,HAP-2025-12-0693,HAP-2025-12-0693,historical_ap,volume_opex
JE-HAP-2025-12-0694,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,13244,132.44,security monitoring hosts 2025-12,Acme Supplies,,HAP-2025-12-0694,HAP-2025-12-0694,historical_ap,volume_opex
JE-HAP-2025-12-0695,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,3055,30.55,usage overage block 2025-12,Northline Fabrication,,HAP-2025-12-0695,HAP-2025-12-0695,historical_ap,volume_opex
JE-HAP-2025-12-0696,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,720066,7200.66,premium support 2025-12,Slack Technologies,,HAP-2025-12-0696,HAP-2025-12-0696,historical_ap,volume_opex
JE-HAP-2025-12-0697,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,7577,75.77,usage overage block 2025-12,Acme Supplies,,HAP-2025-12-0697,HAP-2025-12-0697,historical_ap,volume_opex
JE-HAP-2025-12-0698,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1260088,12600.88,premium support 2025-12,Northline Fabrication,,HAP-2025-12-0698,HAP-2025-12-0698,historical_ap,volume_opex
JE-HAP-2025-12-0699,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,34749,347.49,warehouse consumables 2025-12,Slack Technologies,,HAP-2025-12-0699,HAP-2025-12-0699,historical_ap,volume_opex
JE-HAP-2025-12-0700,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,13310,133.1,security monitoring hosts 2025-12,Orbit Analytics,,HAP-2025-12-0700,HAP-2025-12-0700,historical_ap,volume_opex
JE-HAP-2025-12-0701,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,3121,31.21,usage overage block 2025-12,Lindholm & Ruiz LLP,,HAP-2025-12-0701,HAP-2025-12-0701,historical_ap,volume_opex
JE-HAP-2025-12-0702,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,720132,7201.32,premium support 2025-12,Lenovo,,HAP-2025-12-0702,HAP-2025-12-0702,historical_ap,volume_opex
JE-HAP-2025-12-0703,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,23243,232.43,warehouse consumables 2025-12,Snowflake,,HAP-2025-12-0703,HAP-2025-12-0703,historical_ap,volume_opex
JE-HAP-2025-12-0704,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,9754,97.54,security monitoring hosts 2025-12,Atlassian,,HAP-2025-12-0704,HAP-2025-12-0704,historical_ap,volume_opex
JE-HAP-2025-12-0705,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,15165,151.65,usage overage block 2025-12,Harbor Power & Light,,HAP-2025-12-0705,HAP-2025-12-0705,historical_ap,volume_opex
JE-HAP-2025-12-0706,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,180176,1801.76,premium support 2025-12,WeWork Cambridge,,HAP-2025-12-0706,HAP-2025-12-0706,historical_ap,volume_opex
JE-HAP-2025-12-0707,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,11737,117.37,warehouse consumables 2025-12,Kendall Square Parking,,HAP-2025-12-0707,HAP-2025-12-0707,historical_ap,volume_opex
JE-HAP-2025-12-0708,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6198,61.98,security monitoring hosts 2025-12,DocuSign,,HAP-2025-12-0708,HAP-2025-12-0708,historical_ap,volume_opex
JE-HAP-2025-12-0709,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,23309,233.09,warehouse consumables 2025-12,WeWork Cambridge,,HAP-2025-12-0709,HAP-2025-12-0709,historical_ap,volume_opex
JE-HAP-2025-12-0710,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,9820,98.2,security monitoring hosts 2025-12,Kendall Square Parking,,HAP-2025-12-0710,HAP-2025-12-0710,historical_ap,volume_opex
JE-HAP-2025-12-0711,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,15231,152.31,usage overage block 2025-12,DocuSign,,HAP-2025-12-0711,HAP-2025-12-0711,historical_ap,volume_opex
JE-HAP-2025-12-0712,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,180242,1802.42,premium support 2025-12,Gusto Payroll,,HAP-2025-12-0712,HAP-2025-12-0712,historical_ap,volume_opex
JE-HAP-2025-12-0713,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,11550,115.5,warehouse consumables 2025-12,Acme Supplies LLC,,HAP-2025-12-0713,HAP-2025-12-0713,historical_ap,volume_opex
JE-HAP-2025-12-0714,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6011,60.11,security monitoring hosts 2025-12,Office Depot,,HAP-2025-12-0714,HAP-2025-12-0714,historical_ap,volume_opex
JE-HAP-2025-12-0715,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,10522,105.22,usage overage block 2025-12,Figma,,HAP-2025-12-0715,HAP-2025-12-0715,historical_ap,volume_opex
JE-HAP-2025-12-0716,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1620033,16200.33,premium support 2025-12,Cambridge Properties,,HAP-2025-12-0716,HAP-2025-12-0716,historical_ap,volume_opex
JE-HAP-2025-12-0717,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,42394,423.94,warehouse consumables 2025-12,GitHub,,HAP-2025-12-0717,HAP-2025-12-0717,historical_ap,volume_opex
JE-HAP-2025-12-0718,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,2455,24.55,security monitoring hosts 2025-12,Misc Supplies,,HAP-2025-12-0718,HAP-2025-12-0718,historical_ap,volume_opex
JE-HAP-2025-12-0719,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,6066,60.66,usage overage block 2025-12,Okta,,HAP-2025-12-0719,HAP-2025-12-0719,historical_ap,volume_opex
JE-HAP-2025-12-0720,2025-12,2025-12-31,2025-12-31,6000-Operating,1000-Cash,1080077,10800.77,premium support 2025-12,Cloudflare,,HAP-2025-12-0720,HAP-2025-12-0720,historical_ap,volume_opex
JE-HAP-2026-01-0721,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,10588,105.88,usage overage block 2026-01,Misc Supplies,,HAP-2026-01-0721,HAP-2026-01-0721,historical_ap,volume_opex
JE-HAP-2026-01-0722,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,1620099,16200.99,premium support 2026-01,Okta,,HAP-2026-01-0722,HAP-2026-01-0722,historical_ap,volume_opex
JE-HAP-2026-01-0723,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,42460,424.6,warehouse consumables 2026-01,Cloudflare,,HAP-2026-01-0723,HAP-2026-01-0723,historical_ap,volume_opex
JE-HAP-2026-01-0724,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,2521,25.21,security monitoring hosts 2026-01,Staples Business Advantage,,HAP-2026-01-0724,HAP-2026-01-0724,historical_ap,volume_opex
JE-HAP-2026-01-0725,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,6132,61.32,usage overage block 2026-01,Comcast Business,,HAP-2026-01-0725,HAP-2026-01-0725,historical_ap,volume_opex
JE-HAP-2026-01-0726,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,1080143,10801.43,premium support 2026-01,HubSpot,,HAP-2026-01-0726,HAP-2026-01-0726,historical_ap,volume_opex
JE-HAP-2026-01-0727,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,30954,309.54,warehouse consumables 2026-01,Palo Alto Networks,,HAP-2026-01-0727,HAP-2026-01-0727,historical_ap,volume_opex
JE-HAP-2026-01-0728,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,12165,121.65,security monitoring hosts 2026-01,Vanta,,HAP-2026-01-0728,HAP-2026-01-0728,historical_ap,volume_opex
JE-HAP-2026-01-0729,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,1676,16.76,usage overage block 2026-01,Acme Supply Co.,,HAP-2026-01-0729,HAP-2026-01-0729,historical_ap,volume_opex
JE-HAP-2026-01-0730,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,540187,5401.87,premium support 2026-01,Helios Hardware,,HAP-2026-01-0730,HAP-2026-01-0730,historical_ap,volume_opex
JE-HAP-2026-01-0731,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,19448,194.48,warehouse consumables 2026-01,Google Cloud,,HAP-2026-01-0731,HAP-2026-01-0731,historical_ap,volume_opex
JE-HAP-2026-01-0732,2026-01,2026-01-20,2026-01-20,6000-Operating,1000-Cash,8609,86.09,security monitoring hosts 2026-01,Dell Technologies,,HAP-2026-01-0732,HAP-2026-01-0732,historical_ap,volume_opex
JE-HAP-2026-01-0733,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,31020,310.2,warehouse consumables 2026-01,Helios Hardware,,HAP-2026-01-0733,HAP-2026-01-0733,historical_ap,volume_opex
JE-HAP-2026-01-0734,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,12231,122.31,security monitoring hosts 2026-01,Google Cloud,,HAP-2026-01-0734,HAP-2026-01-0734,historical_ap,volume_opex
JE-HAP-2026-01-0735,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,1742,17.42,usage overage block 2026-01,Dell Technologies,,HAP-2026-01-0735,HAP-2026-01-0735,historical_ap,volume_opex
JE-HAP-2026-01-0736,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,540000,5400.0,premium support 2026-01,Shadow Vendor LLC,,HAP-2026-01-0736,HAP-2026-01-0736,historical_ap,volume_opex
JE-HAP-2026-01-0737,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,19261,192.61,warehouse consumables 2026-01,Twilio,,HAP-2026-01-0737,HAP-2026-01-0737,historical_ap,volume_opex
JE-HAP-2026-01-0738,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,8422,84.22,security monitoring hosts 2026-01,CrowdStrike,,HAP-2026-01-0738,HAP-2026-01-0738,historical_ap,volume_opex
JE-HAP-2026-01-0739,2026-01,2026-01-21,2026-01-21,6000-Operating,1000-Cash,13533,135.33,usage overage block 2026-01,Northline Fab Group,,HAP-2026-01-0739,HAP-2026-01-0739,historical_ap,volume_opex
