transaction_id,bank_account,date,amount_minor,amount,currency,counterparty,reference,description,period
TXN-HIST-2025-12-0612,BANK-OPERATING,2025-12-27,-119200,-1192.0,USD,Juniper Services,HIST-0612,OUT Juniper Services,2025-12
TXN-HIST-2025-12-0613,BANK-PAYROLL,2025-12-27,-123300,-1233.0,USD,Quince Labs,HIST-0613,OUT Quince Labs,2025-12
TXN-HIST-2025-12-0614,BANK-OPERATING,2025-12-27,-127400,-1274.0,USD,Walnut Works,HIST-0614,OUT Walnut Works,2025-12
TXN-HIST-2025-12-0615,BANK-OPERATING,2025-12-27,-131500,-1315.0,USD,Echo Network,HIST-0615,OUT Echo Network,2025-12
TXN-HIST-2025-12-0616,BANK-OPERATING,2025-12-27,-135600,-1356.0,USD,Keel Group,HIST-0616,OUT Keel Group,2025-12
TXN-HIST-2025-12-0617,BANK-OPERATING,2025-12-28,139700,1397.0,USD,Teak Partners,HIST-0617,IN Teak Partners,2025-12
TXN-HIST-2025-12-0618,BANK-OPERATING,2025-12-28,-143800,-1438.0,USD,Beacon Components,HIST-0618,OUT Beacon Components,2025-12
TXN-HIST-2025-12-0619,BANK-OPERATING,2025-12-28,-147900,-1479.0,USD,Harbor Studio,HIST-0619,OUT Harbor Studio,2025-12
TXN-HIST-2025-12-0620,BANK-PAYROLL,2025-12-28,-152000,-1520.0,USD,Nimbus Systems,HIST-0620,OUT Nimbus Systems,2025-12
TXN-HIST-2025-12-0621,BANK-OPERATING,2025-12-28,-156100,-1561.0,USD,Timber Supply,HIST-0621,OUT Timber Supply,2025-12
TXN-HIST-2025-12-0622,BANK-OPERATING,2025-12-28,-160200,-1602.0,USD,Alder Partners,HIST-0622,OUT Alder Partners,2025-12
TXN-HIST-2025-12-0623,BANK-OPERATING,2025-12-28,-164300,-1643.0,USD,Ginkgo Components,HIST-0623,OUT Ginkgo Components,2025-12
TXN-HIST-2025-12-0624,BANK-OPERATING,2025-12-29,168400,1684.0,USD,Quarry Services,HIST-0624,IN Quarry Services,2025-12
TXN-HIST-2025-12-0625,BANK-OPERATING,2025-12-29,-172500,-1725.0,USD,Wharf Labs,HIST-0625,OUT Wharf Labs,2025-12
TXN-HIST-2025-12-0626,BANK-OPERATING,2025-12-29,-176600,-1766.0,USD,Driftwood Works,HIST-0626,OUT Driftwood Works,2025-12
TXN-HIST-2025-12-0627,BANK-PAYROLL,2025-12-29,-180700,-1807.0,USD,Juniper Network,HIST-0627,OUT Juniper Network,2025-12
TXN-HIST-2025-12-0628,BANK-OPERATING,2025-12-29,-184800,-1848.0,USD,Quince Group,HIST-0628,OUT Quince Group,2025-12
TXN-HIST-2025-12-0629,BANK-OPERATING,2025-12-29,-188900,-1889.0,USD,Walnut Services,HIST-0629,OUT Walnut Services,2025-12
TXN-HIST-2025-12-0630,BANK-OPERATING,2025-12-29,-193000,-1930.0,USD,Echo Labs,HIST-0630,OUT Echo Labs,2025-12
TXN-HIST-2025-12-0631,BANK-OPERATING,2025-12-30,197100,1971.0,USD,Northwood Studio,HIST-0631,IN Northwood Studio,2025-12
TXN-HIST-2025-12-0632,BANK-OPERATING,2025-12-30,-201200,-2012.0,USD,Teak Systems,HIST-0632,OUT Teak Systems,2025-12
TXN-HIST-2025-12-0633,BANK-OPERATING,2025-12-30,-205300,-2053.0,USD,Beacon Supply,HIST-0633,OUT Beacon Supply,2025-12
TXN-HIST-2025-12-0634,BANK-PAYROLL,2025-12-30,-209400,-2094.0,USD,Harbor Partners,HIST-0634,OUT Harbor Partners,2025-12
TXN-HIST-2025-12-0635,BANK-OPERATING,2025-12-30,-213500,-2135.0,USD,Nimbus Components,HIST-0635,OUT Nimbus Components,2025-12
TXN-HIST-2025-12-0636,BANK-OPERATING,2025-12-30,-217600,-2176.0,USD,Timber Studio,HIST-0636,OUT Timber Studio,2025-12
TXN-HIST-2025-12-0637,BANK-OPERATING,2025-12-30,-221700,-2217.0,USD,Alder Systems,HIST-0637,OUT Alder Systems,2025-12
TXN-HIST-2025-12-0638,BANK-OPERATING,2025-12-31,225800,2258.0,USD,Keel Works,HIST-0638,IN Keel Works,2025-12
TXN-HIST-2025-12-0639,BANK-OPERATING,2025-12-31,-229900,-2299.0,USD,Quarry Network,HIST-0639,OUT Quarry Network,2025-12
TXN-HIST-2025-12-0640,BANK-OPERATING,2025-12-31,-234000,-2340.0,USD,Wharf Group,HIST-0640,OUT Wharf Group,2025-12
TXN-HIST-2025-12-0641,BANK-PAYROLL,2025-12-31,-238100,-2381.0,USD,Driftwood Services,HIST-0641,OUT Driftwood Services,2025-12
TXN-HIST-2025-12-0642,BANK-OPERATING,2025-12-31,-242200,-2422.0,USD,Juniper Labs,HIST-0642,OUT Juniper Labs,2025-12
TXN-HIST-2025-12-0643,BANK-OPERATING,2025-12-31,-246300,-2463.0,USD,Acme Supplies,HIST-0643,OUT Acme Supplies,2025-12
TXN-HIST-2025-12-0644,BANK-OPERATING,2025-12-31,-250400,-2504.0,USD,Acme Supply Co.,HIST-0644,OUT Acme Supply Co.,2025-12
TXN-HIST-2026-01-0645,BANK-OPERATING,2026-01-01,254500,2545.0,USD,Ginkgo Supply,HIST-0645,IN Ginkgo Supply,2026-01
TXN-HIST-2026-01-0646,BANK-OPERATING,2026-01-01,-258600,-2586.0,USD,Northwood Partners,HIST-0646,OUT Northwood Partners,2026-01
TXN-HIST-2026-01-0647,BANK-OPERATING,2026-01-01,-262700,-2627.0,USD,Acme Supplies LLC,HIST-0647,OUT Acme Supplies LLC,2026-01
TXN-HIST-2026-01-0648,BANK-PAYROLL,2026-01-01,-266800,-2668.0,USD,Amazon Web Services,HIST-0648,OUT Amazon Web Services,2026-01
TXN-HIST-2026-01-0649,BANK-OPERATING,2026-01-01,-270900,-2709.0,USD,Office Depot,HIST-0649,OUT Office Depot,2026-01
TXN-HIST-2026-01-0650,BANK-OPERATING,2026-01-01,-275000,-2750.0,USD,Datadog,HIST-0650,OUT Datadog,2026-01
TXN-HIST-2026-01-0651,BANK-OPERATING,2026-01-01,-279100,-2791.0,USD,Figma,HIST-0651,OUT Figma,2026-01
TXN-HIST-2026-01-0652,BANK-OPERATING,2026-01-02,283200,2832.0,USD,Northline Fabrication,HIST-0652,IN Northline Fabrication,2026-01
TXN-HIST-2026-01-0653,BANK-OPERATING,2026-01-02,-287300,-2873.0,USD,Helios Hardware,HIST-0653,OUT Helios Hardware,2026-01
TXN-HIST-2026-01-0654,BANK-OPERATING,2026-01-02,-291400,-2914.0,USD,Slack Technologies,HIST-0654,OUT Slack Technologies,2026-01
TXN-HIST-2026-01-0655,BANK-PAYROLL,2026-01-02,-295500,-2955.0,USD,Google Cloud,HIST-0655,OUT Google Cloud,2026-01
TXN-HIST-2026-01-0656,BANK-OPERATING,2026-01-02,-299600,-2996.0,USD,Orbit Analytics,HIST-0656,OUT Orbit Analytics,2026-01
TXN-HIST-2026-01-0657,BANK-OPERATING,2026-01-02,-303700,-3037.0,USD,Dell Technologies,HIST-0657,OUT Dell Technologies,2026-01
TXN-HIST-2026-01-0658,BANK-OPERATING,2026-01-02,-307800,-3078.0,USD,Lindholm & Ruiz LLP,HIST-0658,OUT Lindholm & Ruiz LLP,2026-01
TXN-HIST-2026-01-0659,BANK-OPERATING,2026-01-03,311900,3119.0,USD,Hartford Insurance,HIST-0659,IN Hartford Insurance,2026-01
TXN-HIST-2026-01-0660,BANK-OPERATING,2026-01-03,-316000,-3160.0,USD,Cambridge Properties,HIST-0660,OUT Cambridge Properties,2026-01
TXN-HIST-2026-01-0661,BANK-OPERATING,2026-01-03,-320100,-3201.0,USD,Harbor Electric,HIST-0661,OUT Harbor Electric,2026-01
TXN-HIST-2026-01-0662,BANK-PAYROLL,2026-01-03,-324200,-3242.0,USD,GitHub,HIST-0662,OUT GitHub,2026-01
TXN-HIST-2026-01-0663,BANK-OPERATING,2026-01-03,-328300,-3283.0,USD,Freightline Logistics,HIST-0663,OUT Freightline Logistics,2026-01
TXN-HIST-2026-01-0664,BANK-OPERATING,2026-01-03,-332400,-3324.0,USD,Misc Supplies,HIST-0664,OUT Misc Supplies,2026-01
TXN-HIST-2026-01-0665,BANK-OPERATING,2026-01-03,-336500,-3365.0,USD,Notion Labs,HIST-0665,OUT Notion Labs,2026-01
TXN-HIST-2026-01-0666,BANK-OPERATING,2026-01-04,340600,3406.0,USD,Shadow Vendor LLC,HIST-0666,IN Shadow Vendor LLC,2026-01
TXN-HIST-2026-01-0667,BANK-OPERATING,2026-01-04,-344700,-3447.0,USD,Lenovo,HIST-0667,OUT Lenovo,2026-01
TXN-HIST-2026-01-0668,BANK-OPERATING,2026-01-04,-348800,-3488.0,USD,Twilio,HIST-0668,OUT Twilio,2026-01
TXN-HIST-2026-01-0669,BANK-PAYROLL,2026-01-04,-352900,-3529.0,USD,Snowflake,HIST-0669,OUT Snowflake,2026-01
TXN-HIST-2026-01-0670,BANK-OPERATING,2026-01-04,-357000,-3570.0,USD,CrowdStrike,HIST-0670,OUT CrowdStrike,2026-01
TXN-HIST-2026-01-0671,BANK-OPERATING,2026-01-04,-361100,-3611.0,USD,Atlassian,HIST-0671,OUT Atlassian,2026-01
TXN-HIST-2026-01-0672,BANK-OPERATING,2026-01-04,-365200,-3652.0,USD,Northline Fab Group,HIST-0672,OUT Northline Fab Group,2026-01
TXN-HIST-2026-01-0673,BANK-OPERATING,2026-01-05,369300,3693.0,USD,Okta,HIST-0673,IN Okta,2026-01
TXN-HIST-2026-01-0674,BANK-OPERATING,2026-01-05,-373400,-3734.0,USD,Zoom Video,HIST-0674,OUT Zoom Video,2026-01
TXN-HIST-2026-01-0675,BANK-OPERATING,2026-01-05,-377500,-3775.0,USD,Cloudflare,HIST-0675,OUT Cloudflare,2026-01
TXN-HIST-2026-01-0676,BANK-PAYROLL,2026-01-05,-381600,-3816.0,USD,Helios Hardware Supply,HIST-0676,OUT Helios Hardware Supply,2026-01
TXN-HIST-2026-01-0677,BANK-OPERATING,2026-01-05,-385700,-3857.0,USD,Staples Business Advantage,HIST-0677,OUT Staples Business Advantage,2026-01
TXN-HIST-2026-01-0678,BANK-OPERATING,2026-01-05,-389800,-3898.0,USD,ADP,HIST-0678,OUT ADP,2026-01
TXN-HIST-2026-01-0679,BANK-OPERATING,2026-01-05,-393900,-3939.0,USD,Comcast Business,HIST-0679,OUT Comcast Business,2026-01
TXN-HIST-2026-01-0680,BANK-OPERATING,2026-01-06,398000,3980.0,USD,Harbor Power & Light,HIST-0680,IN Harbor Power & Light,2026-01
TXN-HIST-2026-01-0681,BANK-OPERATING,2026-01-06,-402100,-4021.0,USD,FedEx,HIST-0681,OUT FedEx,2026-01
TXN-HIST-2026-01-0682,BANK-OPERATING,2026-01-06,-406200,-4062.0,USD,WeWork Cambridge,HIST-0682,OUT WeWork Cambridge,2026-01
TXN-HIST-2026-01-0683,BANK-PAYROLL,2026-01-06,-410300,-4103.0,USD,Pagaya Coffee Service,HIST-0683,OUT Pagaya Coffee Service,2026-01
TXN-HIST-2026-01-0684,BANK-OPERATING,2026-01-06,-414400,-4144.0,USD,Kendall Square Parking,HIST-0684,OUT Kendall Square Parking,2026-01
TXN-HIST-2026-01-0685,BANK-OPERATING,2026-01-06,-418500,-4185.0,USD,Stripe Processing,HIST-0685,OUT Stripe Processing,2026-01
TXN-HIST-2026-01-0686,BANK-OPERATING,2026-01-06,-422600,-4226.0,USD,DocuSign,HIST-0686,OUT DocuSign,2026-01
TXN-HIST-2026-01-0687,BANK-OPERATING,2026-01-07,426700,4267.0,USD,CleanRoom Janitorial,HIST-0687,IN CleanRoom Janitorial,2026-01
TXN-HIST-2026-01-0688,BANK-OPERATING,2026-01-07,-430800,-4308.0,USD,HubSpot,HIST-0688,OUT HubSpot,2026-01
TXN-HIST-2026-01-0689,BANK-OPERATING,2026-01-07,-434900,-4349.0,USD,Adyen NV,HIST-0689,OUT Adyen NV,2026-01
TXN-HIST-2026-01-0690,BANK-PAYROLL,2026-01-07,-439000,-4390.0,USD,Palo Alto Networks,HIST-0690,OUT Palo Alto Networks,2026-01
TXN-HIST-2026-01-0691,BANK-OPERATING,2026-01-07,-443100,-4431.0,USD,Carta,HIST-0691,OUT Carta,2026-01
TXN-HIST-2026-01-0692,BANK-OPERATING,2026-01-07,-447200,-4472.0,USD,Vanta,HIST-0692,OUT Vanta,2026-01
TXN-HIST-2026-01-0693,BANK-OPERATING,2026-01-07,-451300,-4513.0,USD,Northwood Supply,HIST-0693,OUT Northwood Supply,2026-01
TXN-HIST-2026-01-0694,BANK-OPERATING,2026-01-08,455400,4554.0,USD,Boston Edison Steam,HIST-0694,IN Boston Edison Steam,2026-01
TXN-HIST-2026-01-0695,BANK-OPERATING,2026-01-08,-459500,-4595.0,USD,Gusto Payroll,HIST-0695,OUT Gusto Payroll,2026-01
TXN-HIST-2026-01-0696,BANK-OPERATING,2026-01-08,-463600,-4636.0,USD,Linear App,HIST-0696,OUT Linear App,2026-01
TXN-HIST-2026-01-0697,BANK-PAYROLL,2026-01-08,-467700,-4677.0,USD,Quince Labs,HIST-0697,OUT Quince Labs,2026-01
TXN-HIST-2026-01-0698,BANK-OPERATING,2026-01-08,-471800,-4718.0,USD,Walnut Works,HIST-0698,OUT Walnut Works,2026-01
TXN-HIST-2026-01-0699,BANK-OPERATING,2026-01-08,-475900,-4759.0,USD,Echo Network,HIST-0699,OUT Echo Network,2026-01
TXN-HIST-2026-01-0700,BANK-OPERATING,2026-01-08,-480000,-4800.0,USD,Keel Group,HIST-0700,OUT Keel Group,2026-01
TXN-HIST-2026-01-0701,BANK-OPERATING,2026-01-09,484100,4841.0,USD,Teak Partners,HIST-0701,IN Teak Partners,2026-01
TXN-HIST-2026-01-0702,BANK-OPERATING,2026-01-09,-488200,-4882.0,USD,Beacon Components,HIST-0702,OUT Beacon Components,2026-01
TXN-HIST-2026-01-0703,BANK-OPERATING,2026-01-09,-492300,-4923.0,USD,Harbor Studio,HIST-0703,OUT Harbor Studio,2026-01
TXN-HIST-2026-01-0704,BANK-PAYROLL,2026-01-09,-496400,-4964.0,USD,Nimbus Systems,HIST-0704,OUT Nimbus Systems,2026-01
TXN-HIST-2026-01-0705,BANK-OPERATING,2026-01-09,-500500,-5005.0,USD,Timber Supply,HIST-0705,OUT Timber Supply,2026-01
TXN-HIST-2026-01-0706,BANK-OPERATING,2026-01-09,-504600,-5046.0,USD,Alder Partners,HIST-0706,OUT Alder Partners,2026-01
TXN-HIST-2026-01-0707,BANK-OPERATING,2026-01-09,-508700,-5087.0,USD,Ginkgo Components,HIST-0707,OUT Ginkgo Components,2026-01
TXN-HIST-2026-01-0708,BANK-OPERATING,2026-01-10,512800,5128.0,USD,Quarry Services,HIST-0708,IN Quarry Services,2026-01
TXN-HIST-2026-01-0709,BANK-OPERATING,2026-01-10,-516900,-5169.0,USD,Wharf Labs,HIST-0709,OUT Wharf Labs,2026-01
TXN-HIST-2026-01-0710,BANK-OPERATING,2026-01-10,-521000,-5210.0,USD,Driftwood Works,HIST-0710,OUT Driftwood Works,2026-01
TXN-HIST-2026-01-0711,BANK-PAYROLL,2026-01-10,-525100,-5251.0,USD,Juniper Network,HIST-0711,OUT Juniper Network,2026-01
TXN-HIST-2026-01-0712,BANK-OPERATING,2026-01-10,-529200,-5292.0,USD,Quince Group,HIST-0712,OUT Quince Group,2026-01
TXN-HIST-2026-01-0713,BANK-OPERATING,2026-01-10,-533300,-5333.0,USD,Walnut Services,HIST-0713,OUT Walnut Services,2026-01
TXN-HIST-2026-01-0714,BANK-OPERATING,2026-01-10,-537400,-5374.0,USD,Echo Labs,HIST-0714,OUT Echo Labs,2026-01
TXN-HIST-2026-01-0715,BANK-OPERATING,2026-01-11,541500,5415.0,USD,Northwood Studio,HIST-0715,IN Northwood Studio,2026-01
TXN-HIST-2026-01-0716,BANK-OPERATING,2026-01-11,-545600,-5456.0,USD,Teak Systems,HIST-0716,OUT Teak Systems,2026-01
TXN-HIST-2026-01-0717,BANK-OPERATING,2026-01-11,-549700,-5497.0,USD,Beacon Supply,HIST-0717,OUT Beacon Supply,2026-01
TXN-HIST-2026-01-0718,BANK-PAYROLL,2026-01-11,-553800,-5538.0,USD,Harbor Partners,HIST-0718,OUT Harbor Partners,2026-01
TXN-HIST-2026-01-0719,BANK-OPERATING,2026-01-11,-557900,-5579.0,USD,Nimbus Components,HIST-0719,OUT Nimbus Components,2026-01
TXN-HIST-2026-01-0720,BANK-OPERATING,2026-01-11,-562000,-5620.0,USD,Timber Studio,HIST-0720,OUT Timber Studio,2026-01
TXN-HIST-2026-01-0721,BANK-OPERATING,2026-01-11,-566100,-5661.0,USD,Alder Systems,HIST-0721,OUT Alder Systems,2026-01
TXN-HIST-2026-01-0722,BANK-OPERATING,2026-01-12,570200,5702.0,USD,Keel Works,HIST-0722,IN Keel Works,2026-01
TXN-HIST-2026-01-0723,BANK-OPERATING,2026-01-12,-574300,-5743.0,USD,Quarry Network,HIST-0723,OUT Quarry Network,2026-01
TXN-HIST-2026-01-0724,BANK-OPERATING,2026-01-12,-578400,-5784.0,USD,Wharf Group,HIST-0724,OUT Wharf Group,2026-01
TXN-HIST-2026-01-0725,BANK-PAYROLL,2026-01-12,-582500,-5825.0,USD,Driftwood Services,HIST-0725,OUT Driftwood Services,2026-01
TXN-HIST-2026-01-0726,BANK-OPERATING,2026-01-12,-586600,-5866.0,USD,Juniper Labs,HIST-0726,OUT Juniper Labs,2026-01
TXN-HIST-2026-01-0727,BANK-OPERATING,2026-01-12,-590700,-5907.0,USD,Quince Works,HIST-0727,OUT Quince Works,2026-01
TXN-HIST-2026-01-0728,BANK-OPERATING,2026-01-12,-594800,-5948.0,USD,Walnut Network,HIST-0728,OUT Walnut Network,2026-01
TXN-HIST-2026-01-0729,BANK-OPERATING,2026-01-13,598900,5989.0,USD,Ginkgo Supply,HIST-0729,IN Ginkgo Supply,2026-01
TXN-HIST-2026-01-0730,BANK-OPERATING,2026-01-13,-603000,-6030.0,USD,Northwood Partners,HIST-0730,OUT Northwood Partners,2026-01
TXN-HIST-2026-01-0731,BANK-OPERATING,2026-01-13,-607100,-6071.0,USD,Teak Components,HIST-0731,OUT Teak Components,2026-01
TXN-HIST-2026-01-0732,BANK-PAYROLL,2026-01-13,-611200,-6112.0,USD,Beacon Studio,HIST-0732,OUT Beacon Studio,2026-01
TXN-HIST-2026-01-0733,BANK-OPERATING,2026-01-13,-615300,-6153.0,USD,Harbor Systems,HIST-0733,OUT Harbor Systems,2026-01
TXN-HIST-2026-01-0734,BANK-OPERATING,2026-01-13,-619400,-6194.0,USD,Nimbus Supply,HIST-0734,OUT Nimbus Supply,2026-01
TXN-HIST-2026-01-0735,BANK-OPERATING,2026-01-13,-623500,-6235.0,USD,Timber Partners,HIST-0735,OUT Timber Partners,2026-01
TXN-HIST-2026-01-0736,BANK-OPERATING,2026-01-14,627600,6276.0,USD,Echo Group,HIST-0736,IN Echo Group,2026-01
TXN-HIST-2026-01-0737,BANK-OPERATING,2026-01-14,-631700,-6317.0,USD,Keel Services,HIST-0737,OUT Keel Services,2026-01
TXN-HIST-2026-01-0738,BANK-OPERATING,2026-01-14,-635800,-6358.0,USD,Quarry Labs,HIST-0738,OUT Quarry Labs,2026-01
TXN-HIST-2026-01-0739,BANK-PAYROLL,2026-01-14,-639900,-6399.0,USD,Wharf Works,HIST-0739,OUT Wharf Works,2026-01
TXN-HIST-2026-01-0740,BANK-OPERATING,2026-01-14,-644000,-6440.0,USD,Driftwood Network,HIST-0740,OUT Driftwood Network,2026-01
TXN-HIST-2026-01-0741,BANK-OPERATING,2026-01-14,-648100,-6481.0,USD,Juniper Group,HIST-0741,OUT Juniper Group,2026-01
TXN-HIST-2026-01-0742,BANK-OPERATING,2026-01-14,-652200,-6522.0,USD,Quince Services,HIST-0742,OUT Quince Services,2026-01
TXN-HIST-2026-01-0743,BANK-OPERATING,2026-01-15,656300,6563.0,USD,Alder Components,HIST-0743,IN Alder Components,2026-01
TXN-HIST-2026-01-0744,BANK-OPERATING,2026-01-15,-660400,-6604.0,USD,Ginkgo Studio,HIST-0744,OUT Ginkgo Studio,2026-01
TXN-HIST-2026-01-0745,BANK-OPERATING,2026-01-15,-664500,-6645.0,USD,Northwood Systems,HIST-0745,OUT Northwood Systems,2026-01
TXN-HIST-2026-01-0746,BANK-PAYROLL,2026-01-15,-668600,-6686.0,USD,Teak Supply,HIST-0746,OUT Teak Supply,2026-01
TXN-HIST-2026-01-0747,BANK-OPERATING,2026-01-15,-672700,-6727.0,USD,Beacon Partners,HIST-0747,OUT Beacon Partners,2026-01
TXN-HIST-2026-01-0748,BANK-OPERATING,2026-01-15,-676800,-6768.0,USD,Harbor Components,HIST-0748,OUT Harbor Components,2026-01
TXN-HIST-2026-01-0749,BANK-OPERATING,2026-01-15,-680900,-6809.0,USD,Nimbus Studio,HIST-0749,OUT Nimbus Studio,2026-01
TXN-HIST-2026-01-0750,BANK-OPERATING,2026-01-16,685000,6850.0,USD,Walnut Labs,HIST-0750,IN Walnut Labs,2026-01
TXN-HIST-2026-01-0751,BANK-OPERATING,2026-01-16,-689100,-6891.0,USD,Echo Works,HIST-0751,OUT Echo Works,2026-01
TXN-HIST-2026-01-0752,BANK-OPERATING,2026-01-16,-693200,-6932.0,USD,Keel Network,HIST-0752,OUT Keel Network,2026-01
TXN-HIST-2026-01-0753,BANK-PAYROLL,2026-01-16,-697300,-6973.0,USD,Quarry Group,HIST-0753,OUT Quarry Group,2026-01
TXN-HIST-2026-01-0754,BANK-OPERATING,2026-01-16,-701400,-7014.0,USD,Wharf Services,HIST-0754,OUT Wharf Services,2026-01
TXN-HIST-2026-01-0755,BANK-OPERATING,2026-01-16,-705500,-7055.0,USD,Driftwood Labs,HIST-0755,OUT Driftwood Labs,2026-01
TXN-HIST-2026-01-0756,BANK-OPERATING,2026-01-16,-709600,-7096.0,USD,Juniper Works,HIST-0756,OUT Juniper Works,2026-01
TXN-HIST-2026-01-0757,BANK-OPERATING,2026-01-17,93700,937.0,USD,Timber Systems,HIST-0757,IN Timber Systems,2026-01
TXN-HIST-2026-01-0758,BANK-OPERATING,2026-01-17,-97800,-978.0,USD,Alder Supply,HIST-0758,OUT Alder Supply,2026-01
TXN-HIST-2026-01-0759,BANK-OPERATING,2026-01-17,-101900,-1019.0,USD,Ginkgo Partners,HIST-0759,OUT Ginkgo Partners,2026-01
TXN-HIST-2026-01-0760,BANK-PAYROLL,2026-01-17,-106000,-1060.0,USD,Northwood Components,HIST-0760,OUT Northwood Components,2026-01
TXN-HIST-2026-01-0761,BANK-OPERATING,2026-01-17,-110100,-1101.0,USD,Teak Studio,HIST-0761,OUT Teak Studio,2026-01
TXN-HIST-2026-01-0762,BANK-OPERATING,2026-01-17,-114200,-1142.0,USD,Beacon Systems,HIST-0762,OUT Beacon Systems,2026-01
TXN-HIST-2026-01-0763,BANK-OPERATING,2026-01-17,-118300,-1183.0,USD,Harbor Supply,HIST-0763,OUT Harbor Supply,2026-01
TXN-HIST-2026-01-0764,BANK-OPERATING,2026-01-18,122400,1224.0,USD,Quince Network,HIST-0764,IN Quince Network,2026-01
TXN-HIST-2026-01-0765,BANK-OPERATING,2026-01-18,-126500,-1265.0,USD,Walnut Group,HIST-0765,OUT Walnut Group,2026-01
TXN-HIST-2026-01-0766,BANK-OPERATING,2026-01-18,-130600,-1306.0,USD,Echo Services,HIST-0766,OUT Echo Services,2026-01
TXN-HIST-2026-01-0767,BANK-PAYROLL,2026-01-18,-134700,-1347.0,USD,Keel Labs,HIST-0767,OUT Keel Labs,2026-01
TXN-HIST-2026-01-0768,BANK-OPERATING,2026-01-18,-138800,-1388.0,USD,Quarry Works,HIST-0768,OUT Quarry Works,2026-01
TXN-HIST-2026-01-0769,BANK-OPERATING,2026-01-18,-142900,-1429.0,USD,Wharf Network,HIST-0769,OUT Wharf Network,2026-01
TXN-HIST-2026-01-0770,BANK-OPERATING,2026-01-18,-147000,-1470.0,USD,Driftwood Group,HIST-0770,OUT Driftwood Group,2026-01
TXN-HIST-2026-01-0771,BANK-OPERATING,2026-01-19,151100,1511.0,USD,Nimbus Partners,HIST-0771,IN Nimbus Partners,2026-01
TXN-HIST-2026-01-0772,BANK-OPERATING,2026-01-19,-155200,-1552.0,USD,Timber Components,HIST-0772,OUT Timber Components,2026-01
TXN-HIST-2026-01-0773,BANK-OPERATING,2026-01-19,-159300,-1593.0,USD,Alder Studio,HIST-0773,OUT Alder Studio,2026-01
TXN-HIST-2026-01-0774,BANK-PAYROLL,2026-01-19,-163400,-1634.0,USD,Ginkgo Systems,HIST-0774,OUT Ginkgo Systems,2026-01
TXN-HIST-2026-01-0775,BANK-OPERATING,2026-01-19,-167500,-1675.0,USD,Northwood Supply,HIST-0775,OUT Northwood Supply,2026-01
TXN-HIST-2026-01-0776,BANK-OPERATING,2026-01-19,-171600,-1716.0,USD,Teak Partners,HIST-0776,OUT Teak Partners,2026-01
TXN-HIST-2026-01-0777,BANK-OPERATING,2026-01-19,-175700,-1757.0,USD,Beacon Components,HIST-0777,OUT Beacon Components,2026-01
TXN-HIST-2026-01-0778,BANK-OPERATING,2026-01-20,179800,1798.0,USD,Juniper Services,HIST-0778,IN Juniper Services,2026-01
TXN-HIST-2026-01-0779,BANK-OPERATING,2026-01-20,-183900,-1839.0,USD,Quince Labs,HIST-0779,OUT Quince Labs,2026-01
TXN-HIST-2026-01-0780,BANK-OPERATING,2026-01-20,-188000,-1880.0,USD,Walnut Works,HIST-0780,OUT Walnut Works,2026-01
TXN-HIST-2026-01-0781,BANK-PAYROLL,2026-01-20,-192100,-1921.0,USD,Echo Network,HIST-0781,OUT Echo Network,2026-01
TXN-HIST-2026-01-0782,BANK-OPERATING,2026-01-20,-196200,-1962.0,USD,Keel Group,HIST-0782,OUT Keel Group,2026-01
TXN-HIST-2026-01-0783,BANK-OPERATING,2026-01-20,-200300,-2003.0,USD,Quarry Services,HIST-0783,OUT Quarry Services,2026-01
TXN-HIST-2026-01-0784,BANK-OPERATING,2026-01-20,-204400,-2044.0,USD,Wharf Labs,HIST-0784,OUT Wharf Labs,2026-01
TXN-HIST-2026-01-0785,BANK-OPERATING,2026-01-21,208500,2085.0,USD,Harbor Studio,HIST-0785,IN Harbor Studio,2026-01
TXN-HIST-2026-01-0786,BANK-OPERATING,2026-01-21,-212600,-2126.0,USD,Nimbus Systems,HIST-0786,OUT Nimbus Systems,2026-01
TXN-HIST-2026-01-0787,BANK-OPERATING,2026-01-21,-216700,-2167.0,USD,Timber Supply,HIST-0787,OUT Timber Supply,2026-01
TXN-HIST-2026-01-0788,BANK-PAYROLL,2026-01-21,-220800,-2208.0,USD,Alder Partners,HIST-0788,OUT Alder Partners,2026-01
TXN-HIST-2026-01-0789,BANK-OPERATING,2026-01-21,-224900,-2249.0,USD,Ginkgo Components,HIST-0789,OUT Ginkgo Components,2026-01
TXN-HIST-2026-01-0790,BANK-OPERATING,2026-01-21,-229000,-2290.0,USD,Northwood Studio,HIST-0790,OUT Northwood Studio,2026-01
TXN-HIST-2026-01-0791,BANK-OPERATING,2026-01-21,-233100,-2331.0,USD,Teak Systems,HIST-0791,OUT Teak Systems,2026-01
TXN-HIST-2026-01-0792,BANK-OPERATING,2026-01-22,237200,2372.0,USD,Driftwood Works,HIST-0792,IN Driftwood Works,2026-01
TXN-HIST-2026-01-0793,BANK-OPERATING,2026-01-22,-241300,-2413.0,USD,Juniper Network,HIST-0793,OUT Juniper Network,2026-01
TXN-HIST-2026-01-0794,BANK-OPERATING,2026-01-22,-245400,-2454.0,USD,Quince Group,HIST-0794,OUT Quince Group,2026-01
TXN-HIST-2026-01-0795,BANK-PAYROLL,2026-01-22,-249500,-2495.0,USD,Walnut Services,HIST-0795,OUT Walnut Services,2026-01
