invoice_id,vendor_id,vendor,vendor_invoice_number,invoice_date,due_date,amount,currency,po_id,status,paid_date,period,description,journal_id
HAP-2025-12-1240,VEND-163,Northwood Partners,NOR-2025-12-1240,2025-12-18,2026-01-17,62.31,USD,HPO-2025-12-1240,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1240
HAP-2025-12-1241,VEND-167,Beacon Studio,BEA-2025-12-1241,2025-12-18,2026-01-17,107.42,USD,HPO-2025-12-1241,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1241
HAP-2025-12-1242,VEND-171,Nimbus Supply,NIM-2025-12-1242,2025-12-18,2026-01-17,16200.0,USD,HPO-2025-12-1242,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1242
HAP-2025-12-1243,VEND-175,Alder Components,ALD-2025-12-1243,2025-12-18,2026-01-17,423.61,USD,HPO-2025-12-1243,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1243
HAP-2025-12-1244,VEND-179,Northwood Systems,NOR-2025-12-1244,2025-12-18,2026-01-17,24.22,USD,HPO-2025-12-1244,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1244
HAP-2025-12-1245,VEND-183,Beacon Partners,BEA-2025-12-1245,2025-12-18,2026-01-17,60.33,USD,HPO-2025-12-1245,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1245
HAP-2025-12-1246,VEND-187,Nimbus Studio,NIM-2025-12-1246,2025-12-18,2026-01-17,10800.44,USD,HPO-2025-12-1246,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1246
HAP-2025-12-1247,VEND-191,Alder Supply,ALD-2025-12-1247,2025-12-18,2026-01-17,308.55,USD,HPO-2025-12-1247,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1247
HAP-2025-12-1248,VEND-195,Northwood Components,NOR-2025-12-1248,2025-12-18,2026-01-17,120.66,USD,HPO-2025-12-1248,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1248
HAP-2025-12-1249,VEND-199,Beacon Systems,BEA-2025-12-1249,2025-12-18,2026-01-17,15.77,USD,HPO-2025-12-1249,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1249
HAP-2025-12-1250,VEND-203,Nimbus Partners,NIM-2025-12-1250,2025-12-18,2026-01-17,5400.88,USD,HPO-2025-12-1250,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1250
HAP-2025-12-1251,VEND-207,Alder Studio,ALD-2025-12-1251,2025-12-18,2026-01-17,193.49,USD,HPO-2025-12-1251,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1251
HAP-2025-12-1252,VEND-211,Northwood Supply,NOR-2025-12-1252,2025-12-18,2026-01-17,85.1,USD,HPO-2025-12-1252,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1252
HAP-2025-12-1253,VEND-215,Beacon Components,BEA-2025-12-1253,2025-12-18,2026-01-17,136.21,USD,HPO-2025-12-1253,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1253
HAP-2025-12-1254,VEND-219,Nimbus Systems,NIM-2025-12-1254,2025-12-18,2026-01-17,19801.32,USD,HPO-2025-12-1254,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1254
HAP-2025-12-1255,VEND-201,Harbor Supply,HAR-2025-12-1255,2025-12-19,2026-01-18,25.43,USD,HPO-2025-12-1255,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1255
HAP-2025-12-1256,VEND-205,Timber Components,TIM-2025-12-1256,2025-12-19,2026-01-18,61.54,USD,HPO-2025-12-1256,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1256
HAP-2025-12-1257,VEND-209,Ginkgo Systems,GIN-2025-12-1257,2025-12-19,2026-01-18,10801.65,USD,HPO-2025-12-1257,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1257
HAP-2025-12-1258,VEND-213,Teak Partners,TEA-2025-12-1258,2025-12-19,2026-01-18,309.76,USD,HPO-2025-12-1258,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1258
HAP-2025-12-1259,VEND-217,Harbor Studio,HAR-2025-12-1259,2025-12-19,2026-01-18,121.87,USD,HPO-2025-12-1259,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1259
HAP-2025-12-1260,VEND-221,Timber Supply,TIM-2025-12-1260,2025-12-19,2026-01-18,16.98,USD,HPO-2025-12-1260,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1260
HAP-2025-12-1261,VEND-225,Ginkgo Components,GIN-2025-12-1261,2025-12-19,2026-01-18,5402.09,USD,HPO-2025-12-1261,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1261
HAP-2025-12-1262,VEND-229,Teak Systems,TEA-2025-12-1262,2025-12-19,2026-01-18,194.7,USD,HPO-2025-12-1262,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1262
HAP-2025-12-1263,VEND-233,Harbor Partners,HAR-2025-12-1263,2025-12-19,2026-01-18,86.31,USD,HPO-2025-12-1263,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1263
HAP-2025-12-1264,VEND-237,Timber Studio,TIM-2025-12-1264,2025-12-19,2026-01-18,137.42,USD,HPO-2025-12-1264,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1264
HAP-2025-12-1265,VEND-241,Ginkgo Supply,GIN-2025-12-1265,2025-12-19,2026-01-18,19800.0,USD,HPO-2025-12-1265,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1265
HAP-2025-12-1266,VEND-245,Teak Components,TEA-2025-12-1266,2025-12-19,2026-01-18,77.11,USD,HPO-2025-12-1266,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1266
HAP-2025-12-1267,VEND-249,Harbor Systems,HAR-2025-12-1267,2025-12-19,2026-01-18,48.22,USD,HPO-2025-12-1267,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1267
HAP-2025-12-1268,VEND-253,Timber Partners,TIM-2025-12-1268,2025-12-19,2026-01-18,90.33,USD,HPO-2025-12-1268,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1268
HAP-2025-12-1269,VEND-257,Ginkgo Studio,GIN-2025-12-1269,2025-12-19,2026-01-18,14400.44,USD,HPO-2025-12-1269,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1269
HAP-2025-12-1270,VEND-261,Teak Supply,TEA-2025-12-1270,2025-12-19,2026-01-18,385.55,USD,HPO-2025-12-1270,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1270
HAP-2025-12-1271,VEND-265,Harbor Components,HAR-2025-12-1271,2025-12-19,2026-01-18,12.66,USD,HPO-2025-12-1271,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1271
HAP-2025-12-1272,VEND-269,Timber Systems,TIM-2025-12-1272,2025-12-19,2026-01-18,45.77,USD,HPO-2025-12-1272,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1272
HAP-2025-12-1273,VEND-273,Ginkgo Partners,GIN-2025-12-1273,2025-12-19,2026-01-18,9000.88,USD,HPO-2025-12-1273,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1273
HAP-2025-12-1274,VEND-277,Teak Studio,TEA-2025-12-1274,2025-12-19,2026-01-18,270.49,USD,HPO-2025-12-1274,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1274
HAP-2025-12-1275,VEND-281,Harbor Supply,HAR-2025-12-1275,2025-12-19,2026-01-18,109.1,USD,HPO-2025-12-1275,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1275
HAP-2025-12-1276,VEND-285,Timber Components,TIM-2025-12-1276,2025-12-19,2026-01-18,166.21,USD,HPO-2025-12-1276,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1276
HAP-2025-12-1277,VEND-267,Nimbus Studio,NIM-2025-12-1277,2025-12-20,2026-01-19,78.32,USD,HPO-2025-12-1277,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1277
HAP-2025-12-1278,VEND-271,Alder Supply,ALD-2025-12-1278,2025-12-20,2026-01-19,49.43,USD,HPO-2025-12-1278,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1278
HAP-2025-12-1279,VEND-275,Northwood Components,NOR-2025-12-1279,2025-12-20,2026-01-19,91.54,USD,HPO-2025-12-1279,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1279
HAP-2025-12-1280,VEND-279,Beacon Systems,BEA-2025-12-1280,2025-12-20,2026-01-19,14401.65,USD,HPO-2025-12-1280,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1280
HAP-2025-12-1281,VEND-283,Nimbus Partners,NIM-2025-12-1281,2025-12-20,2026-01-19,386.76,USD,HPO-2025-12-1281,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1281
HAP-2025-12-1282,VEND-287,Alder Studio,ALD-2025-12-1282,2025-12-20,2026-01-19,13.87,USD,HPO-2025-12-1282,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1282
HAP-2025-12-1283,VEND-291,Northwood Supply,NOR-2025-12-1283,2025-12-20,2026-01-19,46.98,USD,HPO-2025-12-1283,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1283
HAP-2025-12-1284,VEND-295,Beacon Components,BEA-2025-12-1284,2025-12-20,2026-01-19,9002.09,USD,HPO-2025-12-1284,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1284
HAP-2025-12-1285,VEND-299,Nimbus Systems,NIM-2025-12-1285,2025-12-20,2026-01-19,271.7,USD,HPO-2025-12-1285,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1285
HAP-2025-12-1286,VEND-303,Alder Partners,ALD-2025-12-1286,2025-12-20,2026-01-19,110.31,USD,HPO-2025-12-1286,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1286
HAP-2025-12-1287,VEND-307,Northwood Studio,NOR-2025-12-1287,2025-12-20,2026-01-19,167.42,USD,HPO-2025-12-1287,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1287
HAP-2025-12-1288,VEND-311,Beacon Supply,BEA-2025-12-1288,2025-12-20,2026-01-19,3600.0,USD,HPO-2025-12-1288,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1288
HAP-2025-12-1289,VEND-315,Nimbus Components,NIM-2025-12-1289,2025-12-20,2026-01-19,154.11,USD,HPO-2025-12-1289,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1289
HAP-2025-12-1290,VEND-319,Alder Systems,ALD-2025-12-1290,2025-12-20,2026-01-19,72.22,USD,HPO-2025-12-1290,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1290
HAP-2025-12-1291,VEND-323,Northwood Partners,NOR-2025-12-1291,2025-12-20,2026-01-19,120.33,USD,HPO-2025-12-1291,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1291
HAP-2025-12-1292,VEND-002,Amazon Web Services,AMA-2025-12-1292,2025-12-20,2026-01-19,18000.44,USD,HPO-2025-12-1292,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1292
HAP-2025-12-1293,VEND-006,Datadog,DAT-2025-12-1293,2025-12-20,2026-01-19,39.05,USD,HPO-2025-12-1293,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1293
HAP-2025-12-1294,VEND-011,Hartford Insurance,HAR-2025-12-1294,2025-12-20,2026-01-19,36.66,USD,HPO-2025-12-1294,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1294
HAP-2025-12-1295,VEND-015,Harbor Electric,HAR-2025-12-1295,2025-12-20,2026-01-19,75.77,USD,HPO-2025-12-1295,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1295
HAP-2025-12-1296,VEND-019,Freightline Logistics,FRE-2025-12-1296,2025-12-20,2026-01-19,12600.88,USD,HPO-2025-12-1296,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1296
HAP-2025-12-1297,VEND-023,Notion Labs,NOT-2025-12-1297,2025-12-20,2026-01-19,347.49,USD,HPO-2025-12-1297,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1297
HAP-2025-12-1298,VEND-027,Zoom Video,ZOO-2025-12-1298,2025-12-20,2026-01-19,133.1,USD,HPO-2025-12-1298,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1298
HAP-2025-12-1299,VEND-008,Figma,FIG-2025-12-1299,2025-12-21,2026-01-20,3601.21,USD,HPO-2025-12-1299,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1299
HAP-2025-12-1300,VEND-013,Cambridge Properties,CAM-2025-12-1300,2025-12-21,2026-01-20,155.32,USD,HPO-2025-12-1300,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1300
HAP-2025-12-1301,VEND-017,GitHub,GIT-2025-12-1301,2025-12-21,2026-01-20,73.43,USD,HPO-2025-12-1301,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1301
HAP-2025-12-1302,VEND-021,Misc Supplies,MIS-2025-12-1302,2025-12-21,2026-01-20,121.54,USD,HPO-2025-12-1302,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1302
HAP-2025-12-1303,VEND-025,Okta,OKT-2025-12-1303,2025-12-21,2026-01-20,18001.65,USD,HPO-2025-12-1303,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1303
HAP-2025-12-1304,VEND-029,Cloudflare,CLO-2025-12-1304,2025-12-21,2026-01-20,40.26,USD,HPO-2025-12-1304,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1304
HAP-2025-12-1305,VEND-033,Staples Business Advantage,STA-2025-12-1305,2025-12-21,2026-01-20,37.87,USD,HPO-2025-12-1305,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1305
HAP-2025-12-1306,VEND-037,Comcast Business,COM-2025-12-1306,2025-12-21,2026-01-20,76.98,USD,HPO-2025-12-1306,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1306
HAP-2025-12-1307,VEND-041,HubSpot,HUB-2025-12-1307,2025-12-21,2026-01-20,12602.09,USD,HPO-2025-12-1307,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1307
HAP-2025-12-1308,VEND-045,Palo Alto Networks,PAL-2025-12-1308,2025-12-21,2026-01-20,348.7,USD,HPO-2025-12-1308,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1308
HAP-2025-12-1309,VEND-049,Vanta,VAN-2025-12-1309,2025-12-21,2026-01-20,134.31,USD,HPO-2025-12-1309,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1309
HAP-2025-12-1310,VEND-053,Teak Partners,TEA-2025-12-1310,2025-12-21,2026-01-20,32.42,USD,HPO-2025-12-1310,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1310
HAP-2025-12-1311,VEND-057,Harbor Studio,HAR-2025-12-1311,2025-12-21,2026-01-20,7200.0,USD,HPO-2025-12-1311,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1311
HAP-2025-12-1312,VEND-061,Timber Supply,TIM-2025-12-1312,2025-12-21,2026-01-20,231.11,USD,HPO-2025-12-1312,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1312
HAP-2025-12-1313,VEND-065,Ginkgo Components,GIN-2025-12-1313,2025-12-21,2026-01-20,96.22,USD,HPO-2025-12-1313,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1313
HAP-2025-12-1314,VEND-069,Teak Systems,TEA-2025-12-1314,2025-12-21,2026-01-20,150.33,USD,HPO-2025-12-1314,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1314
HAP-2025-12-1315,VEND-073,Harbor Partners,HAR-2025-12-1315,2025-12-21,2026-01-20,1800.44,USD,HPO-2025-12-1315,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1315
HAP-2025-12-1316,VEND-077,Timber Studio,TIM-2025-12-1316,2025-12-21,2026-01-20,116.05,USD,HPO-2025-12-1316,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1316
HAP-2025-12-1317,VEND-081,Ginkgo Supply,GIN-2025-12-1317,2025-12-21,2026-01-20,60.66,USD,HPO-2025-12-1317,PAID,2025-12-31,2025-12,security monitoring hosts 2025-12,JE-HAP-2025-12-1317
HAP-2025-12-1318,VEND-085,Teak Components,TEA-2025-12-1318,2025-12-21,2026-01-20,105.77,USD,HPO-2025-12-1318,PAID,2025-12-31,2025-12,usage overage block 2025-12,JE-HAP-2025-12-1318
HAP-2025-12-1319,VEND-089,Harbor Systems,HAR-2025-12-1319,2025-12-21,2026-01-20,16200.88,USD,HPO-2025-12-1319,PAID,2025-12-31,2025-12,premium support 2025-12,JE-HAP-2025-12-1319
HAP-2025-12-1320,VEND-093,Timber Partners,TIM-2025-12-1320,2025-12-21,2026-01-20,424.49,USD,HPO-2025-12-1320,PAID,2025-12-31,2025-12,warehouse consumables 2025-12,JE-HAP-2025-12-1320
HAP-2026-01-1321,VEND-075,Nimbus Components,NIM-2026-01-1321,2026-01-02,2026-02-01,31.1,USD,HPO-2026-01-1321,PAID,2026-01-20,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1321
HAP-2026-01-1322,VEND-079,Alder Systems,ALD-2026-01-1322,2026-01-02,2026-02-01,7201.21,USD,HPO-2026-01-1322,PAID,2026-01-20,2026-01,premium support 2026-01,JE-HAP-2026-01-1322
HAP-2026-01-1323,VEND-083,Northwood Partners,NOR-2026-01-1323,2026-01-02,2026-02-01,232.32,USD,HPO-2026-01-1323,PAID,2026-01-20,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1323
HAP-2026-01-1324,VEND-087,Beacon Studio,BEA-2026-01-1324,2026-01-02,2026-02-01,97.43,USD,HPO-2026-01-1324,PAID,2026-01-20,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1324
HAP-2026-01-1325,VEND-091,Nimbus Supply,NIM-2026-01-1325,2026-01-02,2026-02-01,151.54,USD,HPO-2026-01-1325,PAID,2026-01-20,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1325
HAP-2026-01-1326,VEND-095,Alder Components,ALD-2026-01-1326,2026-01-02,2026-02-01,1801.65,USD,HPO-2026-01-1326,PAID,2026-01-20,2026-01,premium support 2026-01,JE-HAP-2026-01-1326
HAP-2026-01-1327,VEND-099,Northwood Systems,NOR-2026-01-1327,2026-01-02,2026-02-01,117.26,USD,HPO-2026-01-1327,PAID,2026-01-20,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1327
HAP-2026-01-1328,VEND-103,Beacon Partners,BEA-2026-01-1328,2026-01-02,2026-02-01,61.87,USD,HPO-2026-01-1328,PAID,2026-01-20,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1328
HAP-2026-01-1329,VEND-107,Nimbus Studio,NIM-2026-01-1329,2026-01-02,2026-02-01,106.98,USD,HPO-2026-01-1329,PAID,2026-01-20,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1329
HAP-2026-01-1330,VEND-111,Alder Supply,ALD-2026-01-1330,2026-01-02,2026-02-01,16202.09,USD,HPO-2026-01-1330,PAID,2026-01-20,2026-01,premium support 2026-01,JE-HAP-2026-01-1330
HAP-2026-01-1331,VEND-115,Northwood Components,NOR-2026-01-1331,2026-01-02,2026-02-01,425.7,USD,HPO-2026-01-1331,PAID,2026-01-20,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1331
HAP-2026-01-1332,VEND-119,Beacon Systems,BEA-2026-01-1332,2026-01-02,2026-02-01,26.31,USD,HPO-2026-01-1332,PAID,2026-01-20,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1332
HAP-2026-01-1333,VEND-123,Nimbus Partners,NIM-2026-01-1333,2026-01-02,2026-02-01,62.42,USD,HPO-2026-01-1333,PAID,2026-01-20,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1333
HAP-2026-01-1334,VEND-127,Alder Studio,ALD-2026-01-1334,2026-01-02,2026-02-01,10800.0,USD,HPO-2026-01-1334,PAID,2026-01-20,2026-01,premium support 2026-01,JE-HAP-2026-01-1334
HAP-2026-01-1335,VEND-131,Northwood Supply,NOR-2026-01-1335,2026-01-02,2026-02-01,308.11,USD,HPO-2026-01-1335,PAID,2026-01-20,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1335
HAP-2026-01-1336,VEND-135,Beacon Components,BEA-2026-01-1336,2026-01-02,2026-02-01,120.22,USD,HPO-2026-01-1336,PAID,2026-01-20,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1336
HAP-2026-01-1337,VEND-139,Nimbus Systems,NIM-2026-01-1337,2026-01-02,2026-02-01,15.33,USD,HPO-2026-01-1337,PAID,2026-01-20,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1337
HAP-2026-01-1338,VEND-143,Alder Partners,ALD-2026-01-1338,2026-01-02,2026-02-01,5400.44,USD,HPO-2026-01-1338,PAID,2026-01-20,2026-01,premium support 2026-01,JE-HAP-2026-01-1338
HAP-2026-01-1339,VEND-147,Northwood Studio,NOR-2026-01-1339,2026-01-02,2026-02-01,193.05,USD,HPO-2026-01-1339,PAID,2026-01-20,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1339
HAP-2026-01-1340,VEND-151,Beacon Supply,BEA-2026-01-1340,2026-01-02,2026-02-01,84.66,USD,HPO-2026-01-1340,PAID,2026-01-20,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1340
HAP-2026-01-1341,VEND-155,Nimbus Components,NIM-2026-01-1341,2026-01-02,2026-02-01,135.77,USD,HPO-2026-01-1341,PAID,2026-01-20,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1341
HAP-2026-01-1342,VEND-159,Alder Systems,ALD-2026-01-1342,2026-01-02,2026-02-01,19800.88,USD,HPO-2026-01-1342,PAID,2026-01-20,2026-01,premium support 2026-01,JE-HAP-2026-01-1342
HAP-2026-01-1343,VEND-141,Timber Supply,TIM-2026-01-1343,2026-01-03,2026-02-02,24.99,USD,HPO-2026-01-1343,PAID,2026-01-21,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1343
HAP-2026-01-1344,VEND-145,Ginkgo Components,GIN-2026-01-1344,2026-01-03,2026-02-02,61.1,USD,HPO-2026-01-1344,PAID,2026-01-21,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1344
HAP-2026-01-1345,VEND-149,Teak Systems,TEA-2026-01-1345,2026-01-03,2026-02-02,10801.21,USD,HPO-2026-01-1345,PAID,2026-01-21,2026-01,premium support 2026-01,JE-HAP-2026-01-1345
HAP-2026-01-1346,VEND-153,Harbor Partners,HAR-2026-01-1346,2026-01-03,2026-02-02,309.32,USD,HPO-2026-01-1346,PAID,2026-01-21,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1346
HAP-2026-01-1347,VEND-157,Timber Studio,TIM-2026-01-1347,2026-01-03,2026-02-02,121.43,USD,HPO-2026-01-1347,PAID,2026-01-21,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1347
HAP-2026-01-1348,VEND-161,Ginkgo Supply,GIN-2026-01-1348,2026-01-03,2026-02-02,16.54,USD,HPO-2026-01-1348,PAID,2026-01-21,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1348
HAP-2026-01-1349,VEND-165,Teak Components,TEA-2026-01-1349,2026-01-03,2026-02-02,5401.65,USD,HPO-2026-01-1349,PAID,2026-01-21,2026-01,premium support 2026-01,JE-HAP-2026-01-1349
HAP-2026-01-1350,VEND-169,Harbor Systems,HAR-2026-01-1350,2026-01-03,2026-02-02,194.26,USD,HPO-2026-01-1350,PAID,2026-01-21,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1350
HAP-2026-01-1351,VEND-173,Timber Partners,TIM-2026-01-1351,2026-01-03,2026-02-02,85.87,USD,HPO-2026-01-1351,PAID,2026-01-21,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1351
HAP-2026-01-1352,VEND-177,Ginkgo Studio,GIN-2026-01-1352,2026-01-03,2026-02-02,136.98,USD,HPO-2026-01-1352,PAID,2026-01-21,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1352
HAP-2026-01-1353,VEND-181,Teak Supply,TEA-2026-01-1353,2026-01-03,2026-02-02,19802.09,USD,HPO-2026-01-1353,PAID,2026-01-21,2026-01,premium support 2026-01,JE-HAP-2026-01-1353
HAP-2026-01-1354,VEND-185,Harbor Components,HAR-2026-01-1354,2026-01-03,2026-02-02,79.2,USD,HPO-2026-01-1354,PAID,2026-01-21,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1354
HAP-2026-01-1355,VEND-189,Timber Systems,TIM-2026-01-1355,2026-01-03,2026-02-02,50.31,USD,HPO-2026-01-1355,PAID,2026-01-21,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1355
HAP-2026-01-1356,VEND-193,Ginkgo Partners,GIN-2026-01-1356,2026-01-03,2026-02-02,92.42,USD,HPO-2026-01-1356,PAID,2026-01-21,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1356
HAP-2026-01-1357,VEND-197,Teak Studio,TEA-2026-01-1357,2026-01-03,2026-02-02,14400.0,USD,HPO-2026-01-1357,PAID,2026-01-21,2026-01,premium support 2026-01,JE-HAP-2026-01-1357
HAP-2026-01-1358,VEND-201,Harbor Supply,HAR-2026-01-1358,2026-01-03,2026-02-02,385.11,USD,HPO-2026-01-1358,PAID,2026-01-21,2026-01,warehouse consumables 2026-01,JE-HAP-2026-01-1358
HAP-2026-01-1359,VEND-205,Timber Components,TIM-2026-01-1359,2026-01-03,2026-02-02,12.22,USD,HPO-2026-01-1359,PAID,2026-01-21,2026-01,security monitoring hosts 2026-01,JE-HAP-2026-01-1359
HAP-2026-01-1360,VEND-209,Ginkgo Systems,GIN-2026-01-1360,2026-01-03,2026-02-02,45.33,USD,HPO-2026-01-1360,PAID,2026-01-21,2026-01,usage overage block 2026-01,JE-HAP-2026-01-1360
HAP-2026-01-1361,VEND-213,Teak Partners,TEA-2026-01-1361,2026-01-03,2026-02-02,9000.44,USD,HPO-2026-01-1361,PAID,2026-01-21,2026-01,premium support 2026-01,JE-HAP-2026-01-1361
